mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
48	48	95	95	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	67	G4	4	391
48	48	95	95	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	391
48	48	191/2	191/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		1	55	G3	3	392
48	48	191/2	191/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	392
49	49	96	96	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	398
49	49	96	96	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	398
49	49	96	96	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	393
49	49	96	96	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	393
49	49	193/2	193/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	394
49	49	193/2	193/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	394
49	49	387/4	387/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	395
49	49	97	97	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	396
49	49	97	97	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	396
49	49	195/2	195/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	397
49	49	195/2	195/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	397
50	50	98	98	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	404
50	50	98	98	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	404
50	50	98	98	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	399
50	50	98	98	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	399
50	50	197/2	197/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	400
50	50	197/2	197/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	400
50	50	395/4	395/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	401
50	50	99	99	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	402
50	50	99	99	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	402
50	50	199/2	199/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	403
50	50	199/2	199/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	403
51	51	100	100	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	410
51	51	100	100	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	410
51	51	100	100	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	405
51	51	100	100	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	405
51	51	201/2	201/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	406
51	51	201/2	201/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	406
51	51	403/4	403/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	407
51	51	101	101	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	408
51	51	101	101	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	408
51	51	203/2	203/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	409
51	51	203/2	203/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	409
52	52	102	102	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	416
52	52	102	102	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	416
52	52	102	102	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	411
52	52	102	102	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	411
52	52	205/2	205/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	412
52	52	205/2	205/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	412
52	52	411/4	411/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	413
52	52	103	103	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	414
52	52	103	103	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	414
52	52	207/2	207/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	415
52	52	207/2	207/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	415
53	53	104	104	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	421
53	53	104	104	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	421
53	53	104	104	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	417
53	53	104	104	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	417
53	53	209/2	209/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	418
53	53	209/2	209/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	418
53	53	419/4	419/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	419
53	53	105	105	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	422
53	53	105	105	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	61	Db4	4	420
54	54	106	106	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	427
54	54	106	106	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	427
54	54	106	106	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	423
54	54	106	106	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	423
54	54	213/2	213/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	424
54	54	213/2	213/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	424
54	54	427/4	427/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	425
54	54	107	107	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	428
54	54	107	107	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	61	Db4	4	426
55	55	108	108	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	433
55	55	108	108	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	433
55	55	108	108	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	429
55	55	108	108	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	429
55	55	217/2	217/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	430
55	55	217/2	217/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	430
55	55	435/4	435/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	431
55	55	109	109	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	434
55	55	109	109	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	61	Db4	4	432
56	56	110	110	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	439
56	56	110	110	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	439
56	56	110	110	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	435
56	56	110	110	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	435
56	56	221/2	221/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	436
56	56	221/2	221/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	436
56	56	443/4	443/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	437
56	56	111	111	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	440
56	56	111	111	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	61	Db4	4	438
57	57	112	112	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	445
57	57	112	112	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	445
57	57	112	112	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	441
57	57	112	112	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	441
57	57	225/2	225/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	442
57	57	225/2	225/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	442
57	57	451/4	451/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	443
57	57	113	113	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	446
57	57	113	113	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	61	Db4	4	444
58	58	114	114	1.0		0	0	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	449
58	58	114	114	1.0		0	0	2/4	1	1	1/4		1/4	1		-5	61	Db4	4	447
58	58	115	115	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	450
58	58	115	115	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	61	Db4	4	450
58	58	115	115	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	73	Db5	5	448
59	59	116	116	1.0		0	0	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	453
59	59	116	116	1.0		0	0	2/4	2	1	1/4		1/4	1		-5	61	Db4	4	453
59	59	116	116	1.0		0	0	2/4	1	1	1/4		1/4	1		-5	73	Db5	5	451
59	59	117	117	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	454
59	59	117	117	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-5	61	Db4	4	454
59	59	117	117	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	73	Db5	5	452
59	59	117	117	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-5	85	Db6	6	452
60	60	118	118	1.0		0	0	2/4	2	1	1/4		1/4	1		-5	49	Db3	3	456
60	60	118	118	1.0		0	0	2/4	2	1	1/4		1/4	1		-5	61	Db4	4	456
60	60	118	118	1.0		0	0	2/4	1	1	1/4		1/4	1		-5	73	Db5	5	455
60	60	118	118	1.0		0	0	2/4	1	1	1/4		1/4	1		-5	85	Db6	6	455
60	60	119	119	0.037037037037037035		1/4	1/4	2/4	2	1	1/108		1/32	8/27		1	43	G2	2	457
60	60	3214/27	3214/27	0.037037037037037035		7/27	7/27	2/4	2	1	1/108		1/32	8/27		3	45	A2	2	458
60	60	3215/27	3215/27	0.037037037037037035		29/108	29/108	2/4	2	1	1/108		1/32	8/27		5	47	B2	2	459
60	60	1072/9	1072/9	0.037037037037037035		5/18	5/18	2/4	2	1	1/108		1/32	8/27		0	48	C3	3	460
60	60	3217/27	3217/27	0.037037037037037035		31/108	31/108	2/4	2	1	1/108		1/32	8/27		2	50	D3	3	461
60	60	3218/27	3218/27	0.037037037037037035		8/27	8/27	2/4	2	1	1/108		1/32	8/27		4	52	E3	3	462
60	60	1073/9	1073/9	0.037037037037037035		11/36	11/36	2/4	2	1	1/108		1/32	8/27		-1	53	F3	3	463
60	60	3220/27	3220/27	0.037037037037037035		17/54	17/54	2/4	2	1	1/108		1/32	8/27		1	55	G3	3	464
60	60	3221/27	3221/27	0.037037037037037035		35/108	35/108	2/4	2	1	1/108		1/32	8/27		3	57	A3	3	465
60	60	358/3	358/3	0.037037037037037035		1/3	1/3	2/4	2	1	1/108		1/32	8/27		5	59	B3	3	466
60	60	3223/27	3223/27	0.037037037037037035		37/108	37/108	2/4	2	1	1/108		1/32	8/27		0	60	C4	4	467
60	60	3224/27	3224/27	0.037037037037037035		19/54	19/54	2/4	2	1	1/108		1/32	8/27		2	62	D4	4	468
60	60	1075/9	1075/9	0.037037037037037035		13/36	13/36	2/4	2	1	1/108		1/32	8/27		4	64	E4	4	469
60	60	3226/27	3226/27	0.037037037037037035		10/27	10/27	2/4	2	1	1/108		1/32	8/27		-1	65	F4	4	470
60	60	3227/27	3227/27	0.037037037037037035		41/108	41/108	2/4	2	1	1/108		1/32	8/27		1	67	G4	4	471
60	60	1076/9	1076/9	0.037037037037037035		7/18	7/18	2/4	2	1	1/108		1/32	8/27		3	69	A4	4	472
60	60	3229/27	3229/27	0.037037037037037035		43/108	43/108	2/4	2	1	1/108		1/32	8/27		5	71	B4	4	473
60	60	3230/27	3230/27	0.037037037037037035		11/27	11/27	2/4	2	1	1/108		1/32	8/27		0	72	C5	5	474
60	60	359/3	359/3	0.037037037037037035		5/12	5/12	2/4	2	1	1/108		1/32	8/27		2	74	D5	5	475
60	60	3232/27	3232/27	0.037037037037037035		23/54	23/54	2/4	2	1	1/108		1/32	8/27		4	76	E5	5	476
60	60	3233/27	3233/27	0.037037037037037035		47/108	47/108	2/4	2	1	1/108		1/32	8/27		-1	77	F5	5	477
60	60	1078/9	1078/9	0.037037037037037035		4/9	4/9	2/4	2	1	1/108		1/32	8/27		1	79	G5	5	478
60	60	3235/27	3235/27	0.037037037037037035		49/108	49/108	2/4	2	1	1/108		1/32	8/27		3	81	A5	5	479
60	60	3236/27	3236/27	0.037037037037037035		25/54	25/54	2/4	2	1	1/108		1/32	8/27		5	83	B5	5	480
60	60	1079/9	1079/9	0.037037037037037035		17/36	17/36	2/4	2	1	1/108		1/32	8/27		0	84	C6	6	481
60	60	3238/27	3238/27	0.037037037037037035		13/27	13/27	2/4	2	1	1/108		1/32	8/27		2	86	D6	6	482
60	60	3239/27	3239/27	0.037037037037037035		53/108	53/108	2/4	2	1	1/108		1/32	8/27		4	88	E6	6	483
61	61	120	120	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	489
61	61	120	120	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	489
61	61	120	120	0.5		0	0	2/4	1	1	1/8		1/8	1		0	84	C6	6	484
61	61	120	120	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	89	F6	6	484
61	61	241/2	241/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	490
61	61	241/2	241/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	490
61	61	241/2	241/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	84	C6	6	485
61	61	241/2	241/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	89	F6	6	485
61	61	483/4	483/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	486
61	61	483/4	483/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	93	A6	6	486
61	61	121	121	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	53	F3	3	491
61	61	121	121	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	65	F4	4	491
61	61	121	121	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		3	81	A5	5	487
61	61	121	121	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	86	D6	6	487
61	61	243/2	243/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	492
61	61	243/2	243/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	492
61	61	487/4	487/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	488
61	61	487/4	487/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	89	F6	6	488
62	62	122	122	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	498
62	62	122	122	0.5		0	0	2/4	2	1	1/8		1/8	1		1	67	G4	4	498
62	62	122	122	0.5		0	0	2/4	1	1	1/8		1/8	1		5	83	B5	5	493
62	62	122	122	0.5		0	0	2/4	1	1	1/8		1/8	1		4	88	E6	6	493
62	62	245/2	245/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	499
62	62	245/2	245/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	499
62	62	245/2	245/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	83	B5	5	494
62	62	245/2	245/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	88	E6	6	494
62	62	491/4	491/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	495
62	62	491/4	491/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	91	G6	6	495
62	62	123	123	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	500
62	62	123	123	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	500
62	62	123	123	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	79	G5	5	496
62	62	123	123	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	84	C6	6	496
62	62	247/2	247/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	501
62	62	247/2	247/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	501
62	62	495/4	495/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	497
62	62	495/4	495/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	88	E6	6	497
63	63	124	124	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	508
63	63	124	124	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	508
63	63	124	124	0.5		0	0	2/4	1	1	1/8		1/8	1		3	81	A5	5	502
63	63	124	124	0.5		0	0	2/4	1	1	1/8		1/8	1		2	86	D6	6	502
63	63	249/2	249/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	509
63	63	249/2	249/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	509
63	63	249/2	249/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	503
63	63	249/2	249/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	86	D6	6	503
63	63	499/4	499/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	504
63	63	499/4	499/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	89	F6	6	504
63	63	125	125	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	48	C3	3	510
63	63	125	125	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	60	C4	4	510
63	63	125	125	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	76	E5	5	505
63	63	125	125	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	505
63	63	251/2	251/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	511
63	63	251/2	251/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	511
63	63	251/2	251/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	506
63	63	251/2	251/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	506
63	63	503/4	503/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	507
63	63	503/4	503/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	84	C6	6	507
64	64	126	126	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	517
64	64	126	126	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	517
64	64	126	126	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	77	F5	5	512
64	64	126	126	0.5		0	0	2/4	1	1	1/8		1/8	1		5	83	B5	5	512
64	64	253/2	253/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	518
64	64	253/2	253/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	518
64	64	253/2	253/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	F5	5	513
64	64	253/2	253/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	83	B5	5	513
64	64	507/4	507/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	514
64	64	507/4	507/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	86	D6	6	514
64	64	127	127	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	519
64	64	127	127	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	519
64	64	127	127	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	79	G5	5	515
64	64	127	127	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	84	C6	6	515
64	64	255/2	255/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	520
64	64	255/2	255/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	520
64	64	511/4	511/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	516
64	64	511/4	511/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	516
65	65	128	128	0.5		0	0	2/4	2	1	1/8		1/8	1		3	45	A2	2	527
65	65	128	128	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	527
65	65	128	128	0.25		0	0	2/4	1	1	1/16		1/16	1		0	72	C5	5	521
65	65	128	128	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	521
65	65	513/4	513/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	522
65	65	513/4	513/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	522
65	65	257/2	257/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	528
65	65	257/2	257/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	528
65	65	257/2	257/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	523
65	65	257/2	257/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	F5	5	523
65	65	515/4	515/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	524
65	65	515/4	515/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	524
65	65	129	129	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	41	F2	2	529
65	65	129	129	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	53	F3	3	529
65	65	129	129	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		3	69	A4	4	525
65	65	129	129	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	525
65	65	259/2	259/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	530
65	65	259/2	259/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	530
65	65	519/4	519/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	526
65	65	519/4	519/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	526
66	66	130	130	0.5		0	0	2/4	2	1	1/8		1/8	1		1	43	G2	2	537
66	66	130	130	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	537
66	66	130	130	0.25		0	0	2/4	1	1	1/16		1/16	1		5	71	B4	4	531
66	66	130	130	0.25		0	0	2/4	1	1	1/16		1/16	1		4	76	E5	5	531
66	66	521/4	521/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	532
66	66	521/4	521/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	532
66	66	261/2	261/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	538
66	66	261/2	261/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	538
66	66	261/2	261/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	533
66	66	261/2	261/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	533
66	66	523/4	523/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	534
66	66	523/4	523/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	534
66	66	131	131	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	40	E2	2	539
66	66	131	131	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	539
66	66	131	131	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	535
66	66	131	131	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	535
66	66	263/2	263/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	540
66	66	263/2	263/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	540
66	66	527/4	527/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	536
66	66	527/4	527/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	536
67	67	132	132	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	41	F2	2	549
67	67	132	132	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	549
67	67	132	132	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	541
67	67	132	132	0.25		0	0	2/4	1	1	1/16		1/16	1		2	74	D5	5	541
67	67	529/4	529/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	542
67	67	529/4	529/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	542
67	67	265/2	265/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	550
67	67	265/2	265/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	550
67	67	265/2	265/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	543
67	67	265/2	265/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	543
67	67	531/4	531/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	544
67	67	531/4	531/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	544
67	67	133	133	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	36	C2	2	551
67	67	133	133	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	48	C3	3	551
67	67	133	133	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	64	E4	4	545
67	67	133	133	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	69	A4	4	545
67	67	533/4	533/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	546
67	67	533/4	533/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	546
67	67	267/2	267/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	552
67	67	267/2	267/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	552
