mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	crescendo_hairpin
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	563		articAccentAbove							
51	51	150	150	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	564									
51	51	151	151	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	565									
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	566									
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	567									
51	51	150	150	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	568									
51	51	151	151	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	569									
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	570									
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	571									
52	52	153	153	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	572									
52	52	309/2	309/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	573									
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	574									
52	52	155	155	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	575									
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	576									
52	52	153	153	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	577									
52	52	154	154	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	578									
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	579									
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	580									
52	52	153	153	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	581									
52	52	154	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	582									
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	583									
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	584									
53	53	156	156	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	585									
53	53	315/2	315/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	586		articAccentAbove							
53	53	156	156	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	587									
53	53	157	157	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	588									
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	589									
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	590									
53	53	156	156	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	591									
53	53	157	157	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	592									
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	593									
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	594									
54	54	159	159	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	595									
54	54	321/2	321/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	596									
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	597									
54	54	161	161	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	598									
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	599									
54	54	159	159	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	600									
54	54	160	160	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	601									
54	54	321/2	321/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	602									
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	603									
54	54	159	159	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	604									
54	54	160	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	605									
54	54	321/2	321/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	606									
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	607									
55	55	162	162	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	608									
55	55	327/2	327/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	609		articAccentAbove							
55	55	162	162	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	610									
55	55	163	163	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	611									
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	612									
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	613									
55	55	162	162	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	614									
55	55	163	163	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	615									
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	616									
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	617									
56	56	165	165	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	618									
56	56	165	165	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	619									
56	56	166	166	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	620									
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	621									
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	622									
56	56	165	165	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	623									
56	56	166	166	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	624									
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	625									
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	626									
57	57	168	168	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>piu mosso"						
57	57	168	168	0.0	0	0	Dynamic	6/8	1	1	0					pp								
57	57	168	168	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	627									
57	57	339/2	339/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	628		articAccentAbove							
57	57	168	168	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	629									
57	57	169	169	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	630									
57	57	339/2	339/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	631									
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	632									
57	57	168	168	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	633									
57	57	169	169	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	634									
57	57	339/2	339/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	635									
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	636									
58	58	171	171	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	637									
58	58	345/2	345/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	638									
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	639									
58	58	173	173	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	640									
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	641									
58	58	171	171	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	642									
58	58	172	172	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	643									
58	58	345/2	345/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	644									
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	645									
58	58	171	171	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	646									
58	58	172	172	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	647									
58	58	345/2	345/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	648									
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	649									
59	59	174	174	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	650									
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	651		articAccentAbove							
59	59	174	174	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	652									
59	59	175	175	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	653									
59	59	351/2	351/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	654									
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	655									
59	59	174	174	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	656									
59	59	175	175	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	657									
59	59	351/2	351/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	658									
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	659									
60	60	177	177	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	660									
60	60	357/2	357/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	661									
60	60	177	177	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	662									
60	60	178	178	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	663									
60	60	357/2	357/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	664									
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	665									
60	60	177	177	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	666									
60	60	178	178	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	667									
60	60	357/2	357/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	668									
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	669									
61	61	180	180	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	670									
61	61	363/2	363/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	671		articAccentAbove							
61	61	180	180	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	672									
61	61	181	181	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	673									
61	61	363/2	363/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	674									
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	675									
61	61	180	180	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>stretto"						
61	61	180	180	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	676									
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	677									
61	61	363/2	363/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	678									
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	679									
62	62	183	183	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	680									
62	62	369/2	369/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	681									
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	682									
62	62	185	185	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	683									
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	684									
62	62	183	183	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	685									
62	62	184	184	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	686									
62	62	369/2	369/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	687									
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	688									
62	62	183	183	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	689									
62	62	184	184	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	690									
62	62	369/2	369/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	691									
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	692									
63	63	186	186	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	693									
63	63	375/2	375/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	694		articAccentAbove							
63	63	186	186	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	695									
63	63	187	187	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	696									
63	63	375/2	375/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	697									
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	698									
63	63	186	186	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	699									
63	63	187	187	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	700									
63	63	375/2	375/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	701									
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	702									
64	64	189	189	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	703									
64	64	381/2	381/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	704									
64	64	189	189	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	705									
64	64	190	190	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	706									
64	64	381/2	381/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	707									
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	708									
64	64	189	189	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	709									
64	64	190	190	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	710									
64	64	381/2	381/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	711									
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	712									
65	65	192	192	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	713									
65	65	387/2	387/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	714		articAccentAbove							
65	65	192	192	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	715									
65	65	193	193	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	716									
65	65	387/2	387/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	717									
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	718									
65	65	192	192	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	719									
65	65	193	193	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	720									
65	65	387/2	387/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	721									
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	722									
66	66	195	195	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	723									
66	66	393/2	393/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	724									
66	66	393/2	393/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	725									
66	66	197	197	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	726									
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	727									
66	66	195	195	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	728									
66	66	196	196	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	729									
66	66	393/2	393/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	730									
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	731									
66	66	195	195	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	732									
66	66	196	196	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	733									
66	66	393/2	393/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	734									
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	735									
67	67	198	198	0.0	0	0	Dynamic	6/8	1	1	0					f								
67	67	198	198	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	736									
67	67	399/2	399/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	737		articAccentAbove							
67	67	198	198	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	738									
67	67	199	199	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	739									
67	67	399/2	399/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	740									
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	741									
67	67	198	198	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	742									
67	67	199	199	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	743									
67	67	399/2	399/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	744									
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	745									
68	68	201	201	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	746									
68	68	403/2	403/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	747									
68	68	202	202	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	748									
68	68	405/2	405/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	749									
68	68	203	203	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	750									
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	751									
68	68	201	201	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	752									
68	68	202	202	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	753									
68	68	405/2	405/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	754									
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	755									
68	68	201	201	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	756									
68	68	202	202	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	757									
68	68	405/2	405/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	758									
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	759									
69	69	204	204	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	760									
69	69	411/2	411/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f								
69	69	411/2	411/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	761		articAccentAbove							
69	69	204	204	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	762									
69	69	205	205	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	763									
69	69	411/2	411/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	764									
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	765									
69	69	204	204	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>piu"						
69	69	204	204	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	766									
69	69	205	205	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	767									
69	69	411/2	411/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	768									
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	769									
70	70	207	207	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	770									
70	70	417/2	417/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	771									
70	70	417/2	417/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	772									
70	70	209	209	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	773									
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	774									
70	70	207	207	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	775									
70	70	208	208	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	776									
70	70	417/2	417/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	777									
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	778									
70	70	207	207	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	779									
70	70	208	208	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	780									
70	70	417/2	417/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	781									
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	782									
71	71	210	210	0.0	0	0	Dynamic	6/8	1	1	0					ff								
71	71	210	210	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	783									
71	71	423/2	423/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	784		articAccentAbove							
71	71	210	210	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	785									
71	71	211	211	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	786									
71	71	423/2	423/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	787									
71	71	425/2	425/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	788									
71	71	210	210	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	789									
71	71	211	211	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	790									
71	71	423/2	423/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	791									
71	71	425/2	425/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	792									
72	72	213	213	0.0	0	0	Spanner	6/8	1	1	0													3
72	72	213	213	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	793									3
72	72	427/2	427/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	794									3
72	72	214	214	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	795									3
72	72	429/2	429/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	796									3
72	72	215	215	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	797									3
72	72	431/2	431/2	0.0	5/8	5/8	Spanner	6/8	1	1	0													
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	798									
72	72	213	213	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	799									
72	72	214	214	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	800									
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	801									
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	802									
72	72	213	213	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	803									
72	72	214	214	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	804									
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	805									
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	806									
73	73	216	216	0.0	0	0	Dynamic	6/8	1	1	0					other-dynamics								
73	73	216	216	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	807		articAccentAbove							
73	73	217	217	0.0	1/4	1/4	StaffText	6/8	1	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim. molto e meno mosso poco a poco"						
73	73	217	217	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	808									
73	73	869/4	869/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	809									
73	73	435/2	435/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	810		articAccentAbove							
73	73	216	216	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	811									
73	73	217	217	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	812									
73	73	435/2	435/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	813									
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	814									
73	73	216	216	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	815		articAccentAbove							
73	73	217	217	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	816									
73	73	435/2	435/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	817									
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	818									
74	74	219	219	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	819									
74	74	220	220	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	820									
74	74	220	220	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	821									
74	74	220	220	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	822									
74	74	441/2	441/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	823									
74	74	221	221	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	824									
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	825									
74	74	219	219	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	826									
74	74	220	220	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	827									
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	828									
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	829									
74	74	219	219	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	830									
74	74	220	220	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	831									
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	832									
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	833									
75	75	222	222	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	834									
75	75	447/2	447/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	835		articAccentAbove							
75	75	222	222	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	836									
75	75	223	223	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	837									
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	838									
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	839									
75	75	222	222	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	840									
75	75	223	223	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	841									
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	842									
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	843									
76	76	225	225	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	844									
76	76	453/2	453/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	845									
76	76	227	227	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	846									
