mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
57	57	339/2	339/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	530						0		
57	57	679/4	679/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	531						0		
57	57	170	170	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	532						0		
57	57	681/4	681/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	533						0		
57	57	341/2	341/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	534						0		
57	57	683/4	683/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	535						0		
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	536				46				
57	57	169	169	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	537				46				
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	538				46				
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	539								
58	58	171	171	0.0	0	0	Spanner	3/4	1	1	0												
58	58	171	171	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	540								
59	59	174	174	0.0	0	0	Dynamic	3/4	1	1	0					pp							
59	59	174	174	0.0	0	0	StaffText	3/4	1	1	0							Molto più vivo					
59	59	174	174	0.0	0	0	StaffText	3/4	2	1	0							<i>una corda</i>					
59	59	174	174	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	541		articAccentBelow						
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	542		articStaccatoBelow						
60	60	177	177	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	543		articAccentBelow						
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	544		articStaccatoBelow						
61	61	180	180	0.0	0	0	Dynamic	3/4	1	1	0					pp							
61	61	180	180	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	545								
61	61	723/4	723/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	546								
61	61	181	181	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	547								
61	61	731/4	731/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	548								
61	61	180	180	0.0	0	0	StaffText	3/4	2	1	0							senza Ped.					
61	61	180	180	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	549								
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	550								
62	62	183	183	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	551								
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	552								
62	62	184	184	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	553								
62	62	743/4	743/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	554								
62	62	183	183	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	555								
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	556								
63	63	186	186	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	557								
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	558								
63	63	187	187	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	559								
63	63	751/4	751/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	560								
63	63	188	188	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	561								
63	63	755/4	755/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	562								
63	63	186	186	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	563								
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	564								
64	64	189	189	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	565								
64	64	568/3	568/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	566								
64	64	569/3	569/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	567								
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	568								
64	64	189	189	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	569								
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	570								
65	65	192	192	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	571								
65	65	771/4	771/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	572								
65	65	193	193	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	573								
65	65	775/4	775/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	574								
65	65	194	194	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	575								
65	65	779/4	779/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	576								
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	577		articStaccatoBelow						
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	578		articStaccatoBelow						
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	579		articStaccatoBelow						
66	66	195	195	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	580								
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	581								
66	66	196	196	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	582								
66	66	787/4	787/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	583								
66	66	197	197	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	584								
66	66	791/4	791/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	585								
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	586		articStaccatoBelow						
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	587		articStaccatoBelow						
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	588		articStaccatoBelow						
67	67	198	198	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	589								
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	590								
67	67	199	199	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	591								
67	67	799/4	799/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	592								
67	67	200	200	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	593								
67	67	803/4	803/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	594								
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	595		articStaccatoBelow						
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	596		articStaccatoBelow						
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	597		articStaccatoBelow						
68	68	201	201	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	598								
68	68	604/3	604/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	599								
68	68	605/3	605/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	600								
68	68	202	202	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	601								
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	602		articStaccatoBelow						
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	603		articStaccatoBelow						
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	604		articStaccatoBelow						
69	69	204	204	0.0	0	0	StaffText	3/4	1	1	0							<i>tre corde</i>					
69	69	204	204	0.0	0	0	StaffText	3/4	1	1	0							<i>cresc.</i>					
69	69	204	204	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	605								
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	606								
69	69	205	205	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	607								
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	608								
69	69	204	204	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	609		articAccentAbove						
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	610								
70	70	207	207	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	611								
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	612								
70	70	208	208	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	613								
70	70	839/4	839/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	614								
70	70	207	207	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	615		articAccentAbove						
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	616								
71	71	210	210	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	617								
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	618								
71	71	211	211	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	619								
71	71	847/4	847/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	620								
71	71	212	212	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	621								
71	71	851/4	851/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	622								
71	71	210	210	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	623		articAccentAbove						
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	624								
72	72	213	213	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	625								
72	72	640/3	640/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	626								
72	72	641/3	641/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	627								
72	72	214	214	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	628								
72	72	213	213	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	629		articAccentAbove						
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	630								
73	73	216	216	0.0	0	0	StaffText	3/4	1	1	0							<i>piú cresc.</i>					
73	73	216	216	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	631								
73	73	867/4	867/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	632								
73	73	217	217	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	633								
73	73	871/4	871/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	634								
73	73	218	218	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	635								
73	73	875/4	875/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	636								
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	637		articStaccatoAbove						
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	638		articStaccatoBelow						
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	639		articStaccatoAbove						
74	74	219	219	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	640								
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	641								
74	74	220	220	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	642								
74	74	883/4	883/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	643								
74	74	221	221	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	644								
74	74	887/4	887/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	645								
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	646		articStaccatoBelow						
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647		articStaccatoAbove						
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648		articStaccatoBelow						
75	75	222	222	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	649								
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	650								
75	75	223	223	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	651								
75	75	895/4	895/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	652								
75	75	224	224	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	653								
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	654								
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	655								
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	656								
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	657								
76	76	225	225	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	658								
76	76	676/3	676/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	659								
76	76	677/3	677/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	660								
76	76	226	226	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	661								
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	662								
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	663								
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	664								
77	77	228	228	0.0	0	0	Dynamic	3/4	1	1	0					ff							
77	77	228	228	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	665		articAccentAbove						
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	666								
77	77	229	229	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	667								
77	77	919/4	919/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	668								
77	77	230	230	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	669								
77	77	923/4	923/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	670								
77	77	228	228	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	671		articAccentBelow						
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	672								
78	78	231	231	0.0	0	0	Dynamic	3/4	1	1	0					ff							
78	78	231	231	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	673		articAccentAbove						
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	674								
78	78	232	232	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	675								
78	78	931/4	931/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	676								
78	78	233	233	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	677								
78	78	935/4	935/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	678								
78	78	231	231	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	679		articAccentBelow						
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	680								
79	79	234	234	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	681		articAccentAbove						
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	682								
79	79	235	235	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	683								
79	79	943/4	943/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	684								
79	79	236	236	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	685								
79	79	947/4	947/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	686								
79	79	234	234	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	687		articAccentBelow						
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	688								
80	80	237	237	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	689		articAccentAbove						
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	690								
80	80	238	238	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	691								
80	80	953/4	953/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	692								
80	80	477/2	477/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	693								
80	80	955/4	955/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	694								
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	695								
80	80	237	237	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	696		articAccentBelow						
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	697								
81	81	240	240	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	698		articAccentAbove						
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	699								
81	81	241	241	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	700								
81	81	724/3	724/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	701								
81	81	725/3	725/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	702								
81	81	242	242	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	703								
81	81	727/3	727/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	704								
81	81	728/3	728/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	705								
81	81	240	240	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	706								
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	707								
81	81	240	240	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	708		articAccentBelow						
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	709								
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	710		articStaccatoBelow						
82	82	244	244	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	711		articTenutoBelow						
82	82	243	243	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	712								
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	713								
83	83	246	246	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	714		articAccentAbove						
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	715								
83	83	247	247	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	716								
83	83	991/4	991/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	717								
83	83	248	248	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	718								
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	719								
83	83	246	246	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	720		articAccentAbove						
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	721								
84	84	249	249	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	722		articAccentAbove						
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	723								
84	84	250	250	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	724								
84	84	1003/4	1003/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	725								
84	84	251	251	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	726								
84	84	1007/4	1007/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	727								
84	84	249	249	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	728		articAccentAbove						
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	729								
85	85	252	252	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	730		articAccentAbove						
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	731								
85	85	253	253	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	732								
85	85	1015/4	1015/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	733								
85	85	254	254	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	734								
85	85	1019/4	1019/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	735								
85	85	252	252	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	736		articAccentAbove						
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	737								
86	86	255	255	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	738		articAccentAbove						
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	739								
86	86	256	256	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	740								
86	86	1025/4	1025/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	741								
86	86	513/2	513/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	742								
86	86	1027/4	1027/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	743								
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	744								
86	86	255	255	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	745		articAccentAbove						
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	746								
87	87	258	258	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	747		articAccentAbove						
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	748								
87	87	259	259	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	749								
87	87	778/3	778/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	750								
87	87	779/3	779/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	751								
87	87	260	260	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	752								
87	87	781/3	781/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	753								
87	87	782/3	782/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	754								
87	87	258	258	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	755								
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	756								
87	87	258	258	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	757								
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	758								
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	759		articStaccatoBelow						
88	88	262	262	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	760		articTenutoBelow						
88	88	261	261	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	761								
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	762								
89	89	264	264	0.0	0	0	Dynamic	3/4	1	1	0					p							
89	89	264	264	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	763		articAccentAbove						
89	89	793/3	793/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	764								
89	89	794/3	794/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	765								
89	89	265	265	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	766								
89	89	796/3	796/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	767								
89	89	797/3	797/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	768								
89	89	266	266	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	769								
89	89	799/3	799/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	770								
89	89	800/3	800/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	771								
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0											16	16
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	772		articStaccatoAbove					16	16
89	89	265	265	0.0	1/4	1/4	Spanner	3/4	2	1	0												
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	773		articStaccatoAbove						
90	90	267	267	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	774		articAccentAbove						
90	90	802/3	802/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	775								
90	90	803/3	803/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	776								
90	90	268	268	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	777								
90	90	805/3	805/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	778								
90	90	806/3	806/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	779								
90	90	269	269	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	780								
90	90	808/3	808/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	781								
90	90	809/3	809/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	782								
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0											17	17
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	783		articStaccatoAbove					17	17
90	90	268	268	0.0	1/4	1/4	Spanner	3/4	2	1	0												
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	784		articStaccatoAbove						
91	91	270	270	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	785		articAccentAbove						
91	91	811/3	811/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	786								
91	91	812/3	812/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	787								
91	91	271	271	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	788								
91	91	814/3	814/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	789								
91	91	815/3	815/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	790								
91	91	272	272	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	791								
91	91	817/3	817/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	792								
91	91	818/3	818/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	793								
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0											18	18
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	794							18	18
91	91	271	271	0.0	1/4	1/4	Spanner	3/4	2	1	0												
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	795		articStaccatoAbove						
