mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
152	145	433	433	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1470										17			
152	145	1300/3	1300/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1471										17			
152	145	1301/3	1301/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1472										17			
152	145	434	434	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1473										17			
152	145	435	435	0.0	1/2	1/2	Spanner	3/4	1	1	0																
152	145	435	435	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1474													
152	145	871/2	871/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1475													
152	145	433	433	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1476													
152	145	434	434	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1477													
152	145	435	435	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1478													
152	145	433	433	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1479													
152	145	434	434	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1480													
153	146	436	436	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1481													
153	146	436	436	0.0	0	0	Dynamic	3/4	2	1	0				pp												
153	146	436	436	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	1482													
