mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
69	69	204	204	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	538		articAccentBelow			5	5		
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	539		articStaccatoBelow			5	5		
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	540		articAccentBelow						
70	70	831/4	831/4	0.0	3/16	3/16	Spanner	3/4	1	1	0												2
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	541				71				2
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	542				71				2
70	70	209	209	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	543				71				2
70	70	628/3	628/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	544				71				2
70	70	629/3	629/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	545								2
71	71	210	210	0.0	0	0	Spanner	3/4	1	1	0												
71	71	210	210	0.0	0	0	Dynamic	3/4	2	1	0					pp							
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0												
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0									6	6		
71	71	210	210	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	546					6	6		
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	547					6	6		
72	72	213	213	0.0	0	0	Spanner	3/4	1	1	0												3
72	72	213	213	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	548		articTenutoBelow						3
72	72	213	213	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	549					6	6		
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	550					6	6		
73	73	216	216	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	551		articTenutoBelow						3
73	73	216	216	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	552					6	6		
74	74	219	219	0.0	0	0	Dynamic	3/4	1	1	0					ppp							
74	74	219	219	0.0	0	0	Spanner	3/4	1	1	0												
74	74	219	219	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	553								
74	74	219	219	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	554					6	6		
74	74	222	222	0.0	3/4	3/4	Spanner	3/4	2	1	0												
