mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line
63	63	187	187	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	529		articAccentAbove								
63	63	375/2	375/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	530										
63	63	188	188	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	531										
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	532										
64	64	189	189	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	533		articAccentBelow								
64	64	381/2	381/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	534		articAccentBelow								
64	64	189	189	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	535		articStaccatoAbove								
64	64	190	190	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	536		articAccentAbove								
64	64	381/2	381/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	537										
64	64	191	191	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	538										
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	539										
65	65	192	192	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	540		articAccentBelow								
65	65	387/2	387/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f									
65	65	387/2	387/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	541		articAccentBelow								
65	65	192	192	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	542										
65	65	385/2	385/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	543										
65	65	193	193	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	544		articAccentBelow								
65	65	387/2	387/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	545										
65	65	194	194	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	546										
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	547										
66	66	195	195	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	548		articAccentBelow								
66	66	393/2	393/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	549		articAccentBelow								
66	66	195	195	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	550										
66	66	391/2	391/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	551										
66	66	196	196	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	552		articAccentBelow								
66	66	393/2	393/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	553										
66	66	197	197	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	554										
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	555										
67	67	198	198	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	556		articAccentBelow								
67	67	399/2	399/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	557		articAccentBelow								
67	67	198	198	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	558										
67	67	397/2	397/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	559										
67	67	199	199	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	560		articAccentBelow								
67	67	399/2	399/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	561										
67	67	200	200	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	562										
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	563										
68	68	201	201	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	564		articAccentBelow								
68	68	405/2	405/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	565		articAccentBelow								
68	68	203	203	0.0	1/2	1/2	Dynamic	6/8	1	1	0					ff									
68	68	203	203	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	566		articStaccatoAbove								
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	567		articStaccatoAbove								
68	68	201	201	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	568		articStaccatoBelow								
68	68	202	202	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	569										
68	68	405/2	405/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	570										
68	68	203	203	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	571		articStaccatoBelow								
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	572		articStaccatoBelow								
69	69	204	204	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	573		articStaccatoAbove								
69	69	409/2	409/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	574		articStaccatoAbove								
69	69	205	205	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	575		articAccentAbove								
69	69	411/2	411/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	576										
69	69	206	206	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	577		articStaccatoAbove								
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	578		articStaccatoAbove								
69	69	204	204	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	579		articAccentStaccatoBelow								
69	69	411/2	411/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	580		articAccentStaccatoBelow								
70	70	207	207	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	581		articStaccatoAbove								
70	70	208	208	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	582		articAccentAbove								
70	70	417/2	417/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	583										
70	70	209	209	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	584		articStaccatoAbove								
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	585		articStaccatoAbove								
70	70	207	207	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	586		articAccentStaccatoBelow								
70	70	417/2	417/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	587		articAccentStaccatoBelow								
71	71	210	210	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	588		articStaccatoAbove								
71	71	421/2	421/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	589		articStaccatoAbove								
71	71	211	211	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	590		articAccentAbove								
71	71	423/2	423/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	591										
71	71	212	212	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	592		articStaccatoAbove								
71	71	425/2	425/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	593		articStaccatoAbove								
71	71	210	210	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	594		articAccentStaccatoBelow								
71	71	423/2	423/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	595		articAccentStaccatoBelow								
72	72	213	213	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	596		articAccentStaccatoAbove								
72	72	214	214	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	597		articAccentAbove								
72	72	429/2	429/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	598										
72	72	215	215	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	599		articStaccatoAbove								
72	72	431/2	431/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0					fff									
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	600		articStaccatoAbove								
72	72	213	213	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	601		articAccentStaccatoBelow								
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	602		articAccentStaccatoBelow								
73	73	216	216	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	603		articStaccatoAbove								
73	73	433/2	433/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	604		articStaccatoAbove								
73	73	217	217	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	605		articAccentAbove								
73	73	435/2	435/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	606										
73	73	218	218	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	607		articStaccatoAbove								
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	608		articStaccatoAbove								
73	73	216	216	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	609		articAccentStaccatoBelow								
73	73	435/2	435/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	610		articAccentStaccatoBelow								
74	74	219	219	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	611		articStaccatoAbove								
74	74	220	220	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	612		articAccentAbove								
74	74	441/2	441/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	613										
74	74	221	221	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	614		articStaccatoAbove								
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	615		articStaccatoAbove								
74	74	219	219	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	616		articAccentStaccatoBelow								
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	617		articAccentStaccatoBelow								
75	75	222	222	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	618		articStaccatoAbove								
75	75	445/2	445/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	619		articStaccatoAbove								
75	75	223	223	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	620		articAccentAbove								
75	75	447/2	447/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	621										
75	75	224	224	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	622		articStaccatoAbove								
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	623		articStaccatoAbove								
75	75	222	222	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	624		articAccentStaccatoBelow								
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	625		articAccentStaccatoBelow								
76	76	225	225	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	626		articStaccatoAbove								
76	76	226	226	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	627		articAccentAbove								
76	76	453/2	453/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	628										
76	76	227	227	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	629		articStaccatoAbove								
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	630		articStaccatoAbove								
76	76	225	225	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	631		articAccentStaccatoBelow								
76	76	453/2	453/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	632		articAccentStaccatoBelow								
77	77	228	228	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dimin.</i>"							
77	77	228	228	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	633		articAccentStaccatoBelow								
77	77	459/2	459/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	634		articAccentStaccatoBelow								
78	78	232	232	0.0	1/4	1/4	Spanner	6/8	1	1	0												4		
78	78	232	232	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	635								4		
78	78	465/2	465/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	636								4		
78	78	233	233	0.0	1/2	1/2	Spanner	6/8	1	1	0														
78	78	233	233	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	637		articStaccatoAbove								
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	638		articStaccatoAbove								
78	78	231	231	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	639		articAccentStaccatoBelow								
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	640		articAccentStaccatoBelow								
79	79	234	234	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	641		articAccentStaccatoBelow								
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	642		articAccentStaccatoBelow								
80	80	239	239	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	643				31						
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	644				31						
80	80	237	237	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>tranquillo</i>"							
80	80	237	237	0.0	0	0	Dynamic	6/8	2	1	0					p									
80	80	237	237	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	645										
80	80	477/2	477/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	646										
80	80	237	237	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	647										
81	81	240	240	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	648				31						
81	81	481/2	481/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	649				31						
81	81	241	241	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	650		articAccentAbove		31						
81	81	483/2	483/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								31					0	
81	81	483/2	483/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	651				31					0	
81	81	242	242	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	652				31					0	
81	81	242	242	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	653				31					0	
81	81	242	242	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	654				31					0	
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	655				31					0	
81	81	240	240	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	656									0	
81	81	483/2	483/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	657									0	
81	81	240	240	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	658										
81	81	483/2	483/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	659										
81	81	240	240	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	660										
82	82	243	243	0.0	0	0	Spanner	6/8	1	1	0														
82	82	243	243	0.0	0	0	Spanner	6/8	1	1	0												5		
82	82	243	243	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	661		articStaccatoBelow						5		
82	82	244	244	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	662		articAccentBelow						5		
82	82	489/2	489/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														
82	82	489/2	489/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	663										
82	82	245	245	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	664				32						
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	665				32						
82	82	243	243	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	666										
82	82	489/2	489/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	667										
82	82	243	243	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	668										
83	83	246	246	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	669				32						
83	83	493/2	493/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	670				32						
83	83	247	247	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	671		articAccentAbove		32						
83	83	495/2	495/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	672				32						
83	83	248	248	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	673				32						
83	83	248	248	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	674				32						
83	83	248	248	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	675				32						
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	676				32						
83	83	246	246	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	677										
83	83	495/2	495/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	678										
83	83	246	246	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	679										
83	83	495/2	495/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	680										
83	83	246	246	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	681										
84	84	249	249	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	682		articStaccatoBelow								
84	84	250	250	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	683		articAccentBelow								
84	84	501/2	501/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	684										
84	84	249	249	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	685										
84	84	501/2	501/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	686										
84	84	251	251	0.0	1/2	1/2	Dynamic	6/8	2	1	0					f									
84	84	251	251	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	687										
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	688										
85	85	252	252	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	689										
85	85	507/2	507/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	690										
85	85	252	252	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	691										
85	85	505/2	505/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	692										
85	85	253	253	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	693		articAccentAbove								
85	85	507/2	507/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	694										
85	85	254	254	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	695										
85	85	254	254	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	696										
85	85	254	254	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	697										
85	85	509/2	509/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	698										
86	86	255	255	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	699		articStaccatoBelow								
86	86	256	256	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	700		articAccentBelow								
86	86	513/2	513/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	701										
86	86	257	257	0.0	1/2	1/2	Dynamic	6/8	1	1	0					p									
86	86	257	257	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	702				33						
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	703				33						
86	86	255	255	0.0	0	0	Spanner	6/8	2	1	0									6	6				
86	86	255	255	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	704					6	6				
86	86	513/2	513/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	705					6	6				
86	86	257	257	0.0	1/2	1/2	Spanner	6/8	2	1	0														
87	87	258	258	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	706				33						
87	87	517/2	517/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	707				33						
87	87	259	259	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	708				33						
87	87	519/2	519/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	709				33						
87	87	260	260	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	710				33						
87	87	260	260	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	711				33						
87	87	260	260	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	712				33						
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	713				33						
87	87	258	258	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	714										
87	87	519/2	519/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	715										
87	87	258	258	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	716										
87	87	519/2	519/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	717										
87	87	258	258	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	718										
88	88	261	261	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	719		articStaccatoBelow								
88	88	262	262	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	720		articAccentBelow								
88	88	525/2	525/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	721										
88	88	263	263	0.0	1/2	1/2	Dynamic	6/8	1	1	0					ff									
88	88	261	261	0.0	0	0	Spanner	6/8	2	1	0									7	7				
88	88	261	261	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	722					7	7				
88	88	525/2	525/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	723					7	7				
88	88	263	263	0.0	1/2	1/2	Spanner	6/8	2	1	0														
88	88	263	263	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	724										
88	88	527/2	527/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	725										
89	89	264	264	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	726										
89	89	531/2	531/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	727										
89	89	264	264	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	728										
89	89	529/2	529/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	729										
89	89	265	265	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	730		articAccentBelow								
89	89	531/2	531/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	731										
89	89	266	266	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	732										
89	89	266	266	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	733										
89	89	266	266	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	734										
89	89	533/2	533/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	735										
90	90	267	267	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	736		articStaccatoAbove								
90	90	268	268	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	737		articAccentAbove								
90	90	537/2	537/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	738										
90	90	269	269	0.0	1/2	1/2	Dynamic	6/8	1	1	0					p									
90	90	269	269	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	739				34						
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	740				34						
90	90	267	267	0.0	0	0	Spanner	6/8	2	1	0									8	8				
90	90	267	267	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	741					8	8				
90	90	537/2	537/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	742					8	8				
90	90	269	269	0.0	1/2	1/2	Spanner	6/8	2	1	0														
91	91	270	270	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	743				34						
91	91	541/2	541/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	744				34						
91	91	271	271	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	745				34						
91	91	543/2	543/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	746				34						
91	91	272	272	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	747				34						
91	91	272	272	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	748				34						
91	91	272	272	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	749				34						
91	91	545/2	545/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	750				34						
91	91	270	270	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	751										
91	91	543/2	543/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	752										
91	91	270	270	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	753										
91	91	543/2	543/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	754										
91	91	270	270	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	755										
92	92	273	273	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	756		articStaccatoAbove								
92	92	274	274	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	757		articAccentAbove								
92	92	549/2	549/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	758										
92	92	275	275	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	759		articStaccatoAbove		35						
92	92	1101/4	1101/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	760				35						
92	92	551/2	551/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	761										
92	92	273	273	0.0	0	0	Spanner	6/8	2	1	0									9	9				
92	92	273	273	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	762					9	9				
92	92	549/2	549/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	763					9	9				
92	92	551/2	551/2	0.0	5/8	5/8	Spanner	6/8	2	1	0														
93	93	276	276	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	764		articStaccatoAbove								
93	93	277	277	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	765		articAccentAbove								
93	93	555/2	555/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	766										
93	93	278	278	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	767				36						
93	93	1113/4	1113/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	768				36						
93	93	557/2	557/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	769										
93	93	276	276	0.0	0	0	Spanner	6/8	2	1	0									10	10				
93	93	276	276	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	770					10	10				
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	771					10	10				
93	93	557/2	557/2	0.0	5/8	5/8	Spanner	6/8	2	1	0														
94	94	559/2	559/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	772				37						
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	773				37						
94	94	280	280	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	774		articStaccatoAbove								
94	94	281	281	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	775				38						
94	94	1125/4	1125/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	776				38						
94	94	563/2	563/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	777		articStaccatoAbove								
94	94	279	279	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	778										
94	94	561/2	561/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	779										
