mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
61	60	741/4	741/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	446				166					
61	60	745/4	745/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	447		articStaccatoBelow							
61	60	741/4	741/4	0.0	0	0	Spanner	3/4	2	1	0									38	38			
61	60	741/4	741/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	448		articStaccatoBelow			38	38			
61	60	745/4	745/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	449		articStaccatoAbove			38	38			
61	60	749/4	749/4	0.0	1/2	1/2	Spanner	3/4	2	1	0													
62	61	753/4	753/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	450				165					
62	61	755/4	755/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	451				165					
62	61	757/4	757/4	0.0	1/4	1/4	Spanner	3/4	1	1	0								165				2	
62	61	757/4	757/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	452				165				2	
62	61	759/4	759/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	453				165				2	
62	61	761/4	761/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	454				165				2	
62	61	763/4	763/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	455								2	
63	62	765/4	765/4	0.0	0	0	Dynamic	3/4	1	1	0					pp								
63	62	765/4	765/4	0.0	0	0	Spanner	3/4	1	1	0													
63	62	765/4	765/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	456									
63	62	765/4	765/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	457		articAccentAbove							
63	62	775/4	775/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	458				167					
63	62	765/4	765/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	459				168					
63	62	769/4	769/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	460		articStaccatoBelow							
63	62	765/4	765/4	0.0	0	0	Spanner	3/4	2	1	0									39	39			
63	62	765/4	765/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	461		articStaccatoBelow			39	39			
63	62	769/4	769/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	462		articStaccatoAbove			39	39			
64	63	777/4	777/4	0.0	0	0	Spanner	3/4	1	1	0								167					1
64	63	777/4	777/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	463				167					1
64	63	779/4	779/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	464				167					1
64	63	781/4	781/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	465				167					1
64	63	783/4	783/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	466				167					1
64	63	785/4	785/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	467				167					1
64	63	787/4	787/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	468									1
64	63	777/4	777/4	0.0	0	0	Spanner	3/4	2	1	0													
65	64	789/4	789/4	0.0	0	0	Spanner	3/4	1	1	0													
65	64	789/4	789/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	469									
65	64	789/4	789/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	470		articAccentAbove							
65	64	799/4	799/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	471				169					
65	64	789/4	789/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	472				170					
65	64	793/4	793/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	473		articStaccatoBelow							
65	64	789/4	789/4	0.0	0	0	Spanner	3/4	2	1	0									40	40			
65	64	789/4	789/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	474		articStaccatoBelow			40	40			
65	64	793/4	793/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	475		articStaccatoAbove			40	40			
66	65	801/4	801/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	476				169					
66	65	803/4	803/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	477				169					
66	65	805/4	805/4	0.0	1/4	1/4	Spanner	3/4	1	1	0								169				3	
66	65	805/4	805/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	478				169				3	
66	65	807/4	807/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	479				169				3	
66	65	809/4	809/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	480				169				3	
66	65	811/4	811/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	481								3	
66	65	801/4	801/4	0.0	0	0	Spanner	3/4	2	1	0													
67	66	813/4	813/4	0.0	0	0	Spanner	3/4	1	1	0													
67	66	813/4	813/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	482									
67	66	813/4	813/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	483		articAccentAbove							
67	66	813/4	813/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	484				171					
67	66	817/4	817/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	485		articStaccatoBelow							
67	66	813/4	813/4	0.0	0	0	Spanner	3/4	2	1	0									41	41			
67	66	813/4	813/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	486		articStaccatoBelow			41	41			
67	66	817/4	817/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	487		articStaccatoAbove			41	41			
67	66	821/4	821/4	0.0	1/2	1/2	Spanner	3/4	2	1	0													
68	67	825/4	825/4	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"						
68	67	825/4	825/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	488									
68	67	825/4	825/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	489		articAccentAbove							
68	67	825/4	825/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	490				172					
68	67	829/4	829/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	491		articStaccatoBelow							
68	67	825/4	825/4	0.0	0	0	Spanner	3/4	2	1	0									42	42			
68	67	825/4	825/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	492		articStaccatoBelow			42	42			
68	67	829/4	829/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	493		articStaccatoAbove			42	42			
68	67	833/4	833/4	0.0	1/2	1/2	Spanner	3/4	2	1	0													
69	68	837/4	837/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	494									
69	68	837/4	837/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	495		articAccentAbove							
69	68	847/4	847/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	496				173					
69	68	837/4	837/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	497				174					
69	68	841/4	841/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	498		articStaccatoBelow							
69	68	837/4	837/4	0.0	0	0	Spanner	3/4	2	1	0									43	43			
69	68	837/4	837/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	499		articStaccatoBelow			43	43			
69	68	841/4	841/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	500		articStaccatoAbove			43	43			
70	69	849/4	849/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	501				173					
70	69	851/4	851/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	502				173					
70	69	853/4	853/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	503				173					
70	69	855/4	855/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	504				173					
70	69	857/4	857/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	505				173					
70	69	859/4	859/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	506									
71	70	861/4	861/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	507									
71	70	861/4	861/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	508		articAccentAbove							
71	70	861/4	861/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	509				175					
71	70	865/4	865/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	510		articStaccatoBelow							
71	70	861/4	861/4	0.0	0	0	Spanner	3/4	2	1	0													
71	70	861/4	861/4	0.0	0	0	Spanner	3/4	2	1	0									44	44			
71	70	861/4	861/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	511		articStaccatoBelow			44	44			
71	70	865/4	865/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	512		articStaccatoAbove			44	44			
71	70	869/4	869/4	0.0	1/2	1/2	Spanner	3/4	2	1	0													
72	71	873/4	873/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	513									
72	71	873/4	873/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	514		articAccentAbove							
72	71	873/4	873/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	515				176					
72	71	877/4	877/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	516		articStaccatoBelow							
72	71	873/4	873/4	0.0	0	0	Spanner	3/4	2	1	0									45	45			
72	71	873/4	873/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	517		articStaccatoBelow			45	45			
72	71	877/4	877/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	518		articStaccatoAbove			45	45			
73	72	885/4	885/4	0.0	0	0	StaffText	3/4	1	1	0							più cresc.						
73	72	885/4	885/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	519									
73	72	885/4	885/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	520		articAccentAbove							
73	72	895/4	895/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	521				177					
73	72	885/4	885/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	522				178					
73	72	889/4	889/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	523		articStaccatoBelow							
73	72	885/4	885/4	0.0	0	0	Spanner	3/4	2	1	0													
73	72	885/4	885/4	0.0	0	0	Spanner	3/4	2	1	0									46	46			
73	72	885/4	885/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	524		articStaccatoBelow			46	46			
73	72	889/4	889/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	525		articStaccatoAbove			46	46			
74	73	897/4	897/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	526									
74	73	899/4	899/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	527									
74	73	901/4	901/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	528									
74	73	903/4	903/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	529									
74	73	905/4	905/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	530									
74	73	907/4	907/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	531									
75	74	909/4	909/4	0.0	0	0	Dynamic	3/4	1	1	0					f								
75	74	909/4	909/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	532									
75	74	909/4	909/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	533		articAccentAbove							
75	74	909/4	909/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	534				179					
75	74	913/4	913/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	535		articStaccatoBelow							
75	74	909/4	909/4	0.0	0	0	Spanner	3/4	2	1	0													
75	74	909/4	909/4	0.0	0	0	Spanner	3/4	2	1	0									47	47			
75	74	909/4	909/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	536		articStaccatoBelow			47	47			
75	74	913/4	913/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	537		articStaccatoAbove			47	47			
76	75	921/4	921/4	0.0	0	0	Spanner	3/4	1	1	0													2
76	75	921/4	921/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	538									2
76	75	921/4	921/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	539		articAccentAbove							2
76	75	929/4	929/4	0.0	1/2	1/2	Spanner	3/4	1	1	0													
76	75	921/4	921/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	540				180					
76	75	925/4	925/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	541		articStaccatoBelow							
76	75	921/4	921/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	542		articStaccatoBelow			47	47			
76	75	925/4	925/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	543		articStaccatoAbove			47	47			
77	76	933/4	933/4	0.0	0	0	Dynamic	3/4	1	1	0					ff								
77	76	933/4	933/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	544									
77	76	933/4	933/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	545		articAccentAbove							
77	76	943/4	943/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	546				181					
77	76	933/4	933/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	547				182					
77	76	937/4	937/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	548		articStaccatoBelow							
77	76	933/4	933/4	0.0	0	0	Spanner	3/4	2	1	0													
77	76	933/4	933/4	0.0	0	0	Spanner	3/4	2	1	0									48	48			
77	76	933/4	933/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	549		articStaccatoBelow			48	48			
77	76	937/4	937/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	550		articStaccatoAbove			48	48			
78	77	945/4	945/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	551				181					
78	77	947/4	947/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	552				181					
78	77	949/4	949/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	553				181					
78	77	951/4	951/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	554				181					
78	77	953/4	953/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	555				181					
78	77	955/4	955/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	556									
79	78	957/4	957/4	0.0	0	0	StaffText	3/4	1	1	0							"<i><font size=""9""/><font face=""Times New Roman""/>dim. poco a poco</i>"						
79	78	957/4	957/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	557		articAccentAbove							
79	78	957/4	957/4	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	558									
79	78	957/4	957/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	559				183					
79	78	961/4	961/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	560		articStaccatoBelow							
79	78	957/4	957/4	0.0	0	0	Spanner	3/4	2	1	0													
79	78	957/4	957/4	0.0	0	0	Spanner	3/4	2	1	0									49	49			
79	78	957/4	957/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	561		articStaccatoAbove			49	49			
79	78	961/4	961/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	562		articStaccatoAbove			49	49			
80	79	969/4	969/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	563		articAccentAbove							
80	79	969/4	969/4	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	564									
80	79	969/4	969/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	565				184					
80	79	973/4	973/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	566		articStaccatoBelow							
80	79	969/4	969/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	567		articStaccatoAbove			49	49			
80	79	973/4	973/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	568		articStaccatoAbove			49	49			
81	80	981/4	981/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	569									
81	80	981/4	981/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	570		articAccentAbove							
81	80	991/4	991/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	571				185					
81	80	981/4	981/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	572									
81	80	985/4	985/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	573		articStaccatoBelow							
81	80	981/4	981/4	0.0	0	0	Spanner	3/4	2	1	0													
81	80	981/4	981/4	0.0	0	0	Spanner	3/4	2	1	0									50	50			
81	80	981/4	981/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	574		articStaccatoAbove			50	50			
81	80	985/4	985/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	575		articStaccatoAbove			50	50			
82	81	993/4	993/4	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576				185					
82	81	995/4	995/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	577				185					
82	81	997/4	997/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	578				185					
82	81	999/4	999/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	579				185					
82	81	1001/4	1001/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	580				185					
82	81	1003/4	1003/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	581									
83	82	1005/4	1005/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	582		articAccentAbove							
83	82	1005/4	1005/4	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	583									
83	82	1005/4	1005/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	584				186					
83	82	1009/4	1009/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	585		articStaccatoBelow							
83	82	1005/4	1005/4	0.0	0	0	Spanner	3/4	2	1	0													
83	82	1005/4	1005/4	0.0	0	0	Spanner	3/4	2	1	0									51	51			
83	82	1005/4	1005/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	586		articStaccatoBelow			51	51			
83	82	1009/4	1009/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	587		articStaccatoAbove			51	51			
84	83	1017/4	1017/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	588		articAccentAbove							
84	83	1017/4	1017/4	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	589									
84	83	1017/4	1017/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	590				187					
84	83	1021/4	1021/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	591									
84	83	1017/4	1017/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	592		articStaccatoBelow			51	51			
84	83	1021/4	1021/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	593		articStaccatoAbove			51	51			
84	83	1025/4	1025/4	0.0	1/2	1/2	Spanner	3/4	2	1	0													
85	84	1029/4	1029/4	0.0	0	0	Dynamic	3/4	1	1	0					pp								
85	84	1029/4	1029/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	594									
85	84	1029/4	1029/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	595		articAccentAbove							
85	84	1029/4	1029/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	596				188					
85	84	1033/4	1033/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	597									
85	84	1029/4	1029/4	0.0	0	0	Spanner	3/4	2	1	0									52	52			
85	84	1029/4	1029/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	598		articStaccatoBelow			52	52			
85	84	1033/4	1033/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	599		articStaccatoBelow			52	52			
86	85	1043/4	1043/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	600				189					
86	85	1045/4	1045/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	601				189					
86	85	1047/4	1047/4	0.0	3/8	3/8	Spanner	3/4	1	1	0								189				4	
86	85	1047/4	1047/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	602				189				4	
86	85	1049/4	1049/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	603				189				4	
86	85	1051/4	1051/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	604								4	
87	86	1053/4	1053/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	605								4	
87	86	1053/4	1053/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	606		articAccentAbove						4	
87	86	1053/4	1053/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	607								4	
87	86	1057/4	1057/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	608								4	
87	86	1053/4	1053/4	0.0	0	0	Spanner	3/4	2	1	0													
87	86	1053/4	1053/4	0.0	0	0	Spanner	3/4	2	1	0									53	53			
87	86	1053/4	1053/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	609		articStaccatoAbove			53	53			
87	86	1057/4	1057/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	610		articStaccatoAbove			53	53			
88	87	1067/4	1067/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	611				190				4	
88	87	1069/4	1069/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	612				190				4	
88	87	1071/4	1071/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	613				190				4	
88	87	1073/4	1073/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	614				190				4	
88	87	1075/4	1075/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	615								4	
89	88	1077/4	1077/4	0.0	0	0	Dynamic	3/4	1	1	0					ppp								
89	88	1077/4	1077/4	0.0	0	0	Spanner	3/4	1	1	0													
89	88	1077/4	1077/4	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	616									
89	88	1077/4	1077/4	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	617		articAccentAbove							
89	88	1077/4	1077/4	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	618				191					
89	88	1081/4	1081/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	619									
89	88	1077/4	1077/4	0.0	0	0	Spanner	3/4	2	1	0													
89	88	1077/4	1077/4	0.0	0	0	Spanner	3/4	2	1	0									54	54			
89	88	1077/4	1077/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	620		articStaccatoBelow			54	54			
89	88	1081/4	1081/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	621		articStaccatoBelow		192	54	54			
91	90	1101/4	1101/4	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	622		articStaccatoBelow			54	54			
91	90	1113/4	1113/4	0.0	3/4	3/4	Spanner	3/4	2	1	0													
