mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
106	106	645/2	645/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	1102											
106	106	322	322	0.0	0	0	Spanner	2/4	2	1	0															
106	106	322	322	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1103											
106	106	323	323	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1104											
107	107	324	324	0.0	0	0	Dynamic	4/4	1	1	0					p										
107	107	324	324	0.0	0	0	Tempo	4/4	1	1	0								TempoI	125.0	1.0					
107	107	325	325	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1105											
107	107	651/2	651/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1106											
107	107	326	326	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1107		articAccentStaccatoAbove									
107	107	324	324	0.0	0	0	Spanner	4/4	2	1	0												69	69		
107	107	324	324	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1108		articAccentStaccatoBelow						69	69		
107	107	327	327	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1109								69	69		
107	107	655/2	655/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1110								69	69		
108	108	329	329	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1111											
108	108	659/2	659/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1112											
108	108	330	330	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1113		articAccentStaccatoAbove									
108	108	663/2	663/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1114											
108	108	995/3	995/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1115											
108	108	1991/6	1991/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1116											
108	108	328	328	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1117		articAccentStaccatoBelow						69	69		
108	108	331	331	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1118								69	69		
108	108	663/2	663/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1119								69	69		
109	109	332	332	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1120							37				
109	109	665/2	665/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1121											
109	109	333	333	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1122		articStaccatoAbove									
109	109	667/2	667/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1123		articStaccatoAbove									
109	109	334	334	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1124							38				
109	109	669/2	669/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1125											
109	109	335	335	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1126		articStaccatoAbove									
109	109	671/2	671/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1127		articStaccatoAbove									
109	109	332	332	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1128											
109	109	333	333	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1129											
109	109	667/2	667/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1130											
109	109	334	334	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1131											
109	109	335	335	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1132											
109	109	671/2	671/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1133											
109	109	332	332	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1134		articAccentStaccatoBelow						69	69		
109	109	333	333	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1135								69	69		
109	109	667/2	667/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1136								69	69		
109	109	334	334	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1137		articAccentStaccatoAbove						69	69		
109	109	335	335	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1138								69	69		
109	109	671/2	671/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1139								69	69		
110	110	336	336	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1140		articAccentStaccatoBelow									
110	110	337	337	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1141											
110	110	1351/4	1351/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1142											
110	110	338	338	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1143		articStaccatoBelow									
110	110	339	339	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1144		articStaccatoBelow									
110	110	679/2	679/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1145		articStaccatoBelow									
110	110	336	336	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1146								69	69		
110	110	337	337	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1147								69	69		
110	110	1351/4	1351/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1148								69	69		
110	110	338	338	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1149		articStaccatoAbove						69	69		
111	111	340	340	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1150							39				
111	111	681/2	681/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1151											
111	111	341	341	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1152		articStaccatoAbove									
111	111	683/2	683/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1153		articStaccatoAbove									
111	111	342	342	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1154							40				
111	111	685/2	685/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1155											
111	111	343	343	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1156		articStaccatoAbove									
111	111	687/2	687/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1157		articStaccatoAbove									
111	111	340	340	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1158											
111	111	341	341	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1159											
111	111	683/2	683/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1160											
111	111	342	342	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1161											
111	111	343	343	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1162											
111	111	687/2	687/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1163											
111	111	340	340	0.0	0	0	Spanner	4/4	2	1	0															
111	111	340	340	0.0	0	0	Spanner	4/4	2	1	0												70	70		
111	111	340	340	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1164								70	70		
111	111	341	341	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1165								70	70		
111	111	683/2	683/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1166								70	70		
111	111	342	342	0.0	1/2	1/2	Spanner	4/4	2	1	0															
111	111	342	342	0.0	1/2	1/2	Spanner	4/4	2	1	0												71	71		
111	111	342	342	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1167								71	71		
111	111	343	343	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1168								71	71		
111	111	687/2	687/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1169								71	71		
112	112	344	344	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1170		articAccentStaccatoBelow									
112	112	345	345	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1171											
112	112	1383/4	1383/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1172											
112	112	346	346	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1173		articStaccatoBelow									
112	112	695/2	695/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1174											
112	112	1043/3	1043/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1175											
112	112	2087/6	2087/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1176											
112	112	344	344	0.0	0	0	Spanner	4/4	2	1	0															
112	112	344	344	0.0	0	0	Spanner	4/4	2	1	0												72	72		
112	112	344	344	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1177								72	72		
112	112	345	345	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1178								72	72		
112	112	1383/4	1383/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1179								72	72		
112	112	346	346	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1180		articStaccatoAbove						72	72		
112	112	347	347	0.0	3/4	3/4	Spanner	4/4	2	1	0															
113	113	348	348	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1181							41				
113	113	697/2	697/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1182											
113	113	349	349	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1183		articStaccatoAbove									
113	113	699/2	699/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1184		articStaccatoAbove									
113	113	350	350	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1185							42				
113	113	701/2	701/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1186											
113	113	351	351	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1187		articStaccatoAbove									
113	113	703/2	703/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1188		articStaccatoAbove									
113	113	348	348	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1189											
113	113	349	349	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1190											
113	113	699/2	699/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1191											
113	113	350	350	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1192											
113	113	351	351	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1193											
113	113	703/2	703/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1194											
113	113	348	348	0.0	0	0	Spanner	4/4	2	1	0												73	73		
113	113	348	348	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1195								73	73		
113	113	349	349	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1196								73	73		
113	113	699/2	699/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1197								73	73		
113	113	350	350	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1198								73	73		
113	113	351	351	0.0	3/4	3/4	Spanner	4/4	2	1	0															
114	114	352	352	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1199		articAccentStaccatoAbove									
114	114	353	353	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1200											
114	114	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1201											
114	114	354	354	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1202											
114	114	355	355	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1203		articStaccatoBelow									
114	114	711/2	711/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1204		articStaccatoBelow									
114	114	352	352	0.0	0	0	Spanner	4/4	2	1	0												74	74		
114	114	352	352	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1205								74	74		
114	114	353	353	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1206								74	74		
114	114	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1207								74	74		
114	114	354	354	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1208								74	74		
114	114	355	355	0.0	3/4	3/4	Spanner	4/4	2	1	0															
115	115	356	356	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1209							43				
115	115	713/2	713/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1210											
115	115	357	357	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1211		articStaccatoAbove									
115	115	715/2	715/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1212		articStaccatoAbove									
115	115	358	358	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1213							44				
115	115	717/2	717/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1214											
115	115	359	359	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1215		articStaccatoAbove									
115	115	719/2	719/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1216		articStaccatoAbove									
115	115	356	356	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1217											
115	115	357	357	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1218											
115	115	715/2	715/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1219											
115	115	358	358	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1220											
115	115	359	359	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1221											
115	115	719/2	719/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1222											
115	115	356	356	0.0	0	0	Spanner	4/4	2	1	0												75	75		
115	115	356	356	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1223								75	75		
115	115	357	357	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1224								75	75		
115	115	715/2	715/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1225								75	75		
115	115	358	358	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1226								75	75		
116	116	360	360	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1227		articAccentStaccatoBelow									
116	116	361	361	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1228											
116	116	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1229											
116	116	362	362	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1230		articStaccatoBelow									
116	116	360	360	0.0	0	0	Spanner	4/4	2	1	0															
116	116	360	360	0.0	0	0	Spanner	4/4	2	1	0												76	76		
116	116	360	360	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1231								76	76		
116	116	361	361	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1232								76	76		
116	116	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1233								76	76		
116	116	362	362	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1234								76	76		
116	116	363	363	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>una corda</i>"					76	76		
116	116	363	363	0.0	3/4	3/4	Dynamic	4/4	2	1	0					pp							76	76		
116	116	363	363	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1235								76	76		
116	116	727/2	727/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
116	116	727/2	727/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1236											
117	117	365	365	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1237											
117	117	731/2	731/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1238											
117	117	366	366	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1239		articAccentStaccatoBelow									
117	117	364	364	0.0	0	0	Spanner	4/4	2	1	0												77	77		
117	117	364	364	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1240		articAccentStaccatoAbove						77	77		
117	117	367	367	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1241								77	77		
117	117	735/2	735/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1242								77	77		
118	118	369	369	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1243											
118	118	739/2	739/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1244											
118	118	370	370	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1245		articAccentStaccatoBelow									
118	118	743/2	743/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1246											
118	118	1115/3	1115/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1247											
118	118	2231/6	2231/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1248											
118	118	368	368	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1249								77	77		
118	118	371	371	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1250								77	77		
118	118	743/2	743/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1251								77	77		
119	119	372	372	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1252							45				
119	119	745/2	745/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1253											
119	119	373	373	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1254		articStaccatoAbove									
119	119	747/2	747/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1255		articStaccatoAbove									
119	119	374	374	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1256							46				
119	119	749/2	749/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1257											
119	119	375	375	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1258		articStaccatoAbove									
119	119	751/2	751/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1259		articStaccatoAbove									
119	119	372	372	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1260											
119	119	373	373	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1261											
119	119	747/2	747/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1262											
119	119	374	374	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1263											
119	119	375	375	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1264											
119	119	751/2	751/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1265											
119	119	372	372	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1266								77	77		
119	119	373	373	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1267								77	77		
119	119	747/2	747/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1268								77	77		
119	119	374	374	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1269								77	77		
119	119	375	375	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1270								77	77		
119	119	751/2	751/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1271								77	77		
120	120	376	376	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1272		articAccentStaccatoAbove									
120	120	377	377	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1273											
120	120	1511/4	1511/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1274											
120	120	378	378	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1275		articStaccatoAbove									
120	120	379	379	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1276		articStaccatoAbove									
120	120	759/2	759/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1277		articStaccatoAbove									
120	120	376	376	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1278		articAccentStaccatoAbove						77	77		
120	120	377	377	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1279								77	77		
120	120	1511/4	1511/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1280								77	77		
120	120	378	378	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1281		articStaccatoAbove						77	77		
121	121	380	380	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1282							47				
121	121	761/2	761/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1283											
121	121	381	381	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1284		articStaccatoAbove									
121	121	763/2	763/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1285		articStaccatoAbove									
121	121	382	382	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1286							48				
121	121	765/2	765/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1287											
121	121	383	383	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1288		articStaccatoAbove									
121	121	767/2	767/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1289		articStaccatoAbove									
121	121	380	380	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1290											
121	121	381	381	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1291											
121	121	763/2	763/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1292											
121	121	382	382	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1293											
121	121	383	383	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1294											
121	121	767/2	767/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1295											
121	121	380	380	0.0	0	0	Spanner	4/4	2	1	0															
121	121	380	380	0.0	0	0	Spanner	4/4	2	1	0												78	78		
121	121	380	380	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1296								78	78		
121	121	381	381	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1297								78	78		
121	121	763/2	763/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1298								78	78		
121	121	382	382	0.0	1/2	1/2	Spanner	4/4	2	1	0															
121	121	382	382	0.0	1/2	1/2	Spanner	4/4	2	1	0												79	79		
121	121	382	382	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1299								79	79		
121	121	383	383	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1300								79	79		
121	121	767/2	767/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
121	121	767/2	767/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1301											
122	122	384	384	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1302		articAccentStaccatoAbove									
122	122	385	385	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1303											
122	122	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1304											
122	122	386	386	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1305		articStaccatoAbove									
122	122	775/2	775/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1306											
122	122	1163/3	1163/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1307											
122	122	2327/6	2327/6	0.0	23/24	23/24	Dynamic	4/4	1	1	0					other-dynamics										
122	122	2327/6	2327/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1308											
122	122	384	384	0.0	0	0	Spanner	4/4	2	1	0												80	80		
122	122	384	384	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1309								80	80		
122	122	385	385	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1310								80	80		
122	122	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1311								80	80		
122	122	386	386	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1312		articStaccatoAbove						80	80		
123	123	388	388	0.0	0	0	Dynamic	4/4	1	1	0					pp										
123	123	388	388	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1313							49				
123	123	777/2	777/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1314											
123	123	389	389	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1315		articStaccatoAbove									
123	123	779/2	779/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1316		articStaccatoAbove									
123	123	390	390	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1317							50				
123	123	781/2	781/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1318											
123	123	391	391	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1319		articStaccatoAbove									
123	123	783/2	783/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1320		articStaccatoAbove									
123	123	388	388	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1321											
123	123	389	389	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1322											
123	123	779/2	779/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1323											
123	123	390	390	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1324											
123	123	391	391	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1325											
123	123	783/2	783/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1326											
123	123	388	388	0.0	0	0	Spanner	4/4	2	1	0															
123	123	388	388	0.0	0	0	Spanner	4/4	2	1	0												81	81		
123	123	388	388	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1327								81	81		
123	123	389	389	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1328								81	81		
123	123	779/2	779/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1329								81	81		
123	123	390	390	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1330								81	81		
124	124	392	392	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1331		articAccentStaccatoAbove									
124	124	393	393	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1332											
124	124	1575/4	1575/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1333											
124	124	394	394	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1334		articStaccatoAbove									
124	124	395	395	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1335		articStaccatoAbove									
124	124	791/2	791/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1336		articStaccatoAbove									
124	124	392	392	0.0	0	0	Spanner	4/4	2	1	0															
124	124	392	392	0.0	0	0	Spanner	4/4	2	1	0												82	82		
124	124	392	392	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1337		articAccentStaccatoBelow						82	82		
124	124	393	393	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1338								82	82		
124	124	1575/4	1575/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1339								82	82		
124	124	394	394	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1340		articStaccatoBelow						82	82		
125	125	396	396	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1341							51				
125	125	793/2	793/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1342											
125	125	397	397	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1343		articStaccatoAbove									
