mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
50	50	147	147	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>a tempo</i>"												
50	50	147	147	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥.=102	153.0	𝅘𝅥.	102.0	0.0							
50	50	147	147	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	449									45						
50	50	591/4	591/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	450									45						
50	50	148	148	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	451									45						
50	50	593/4	593/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	452									45						
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	453									45						
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	454									45						
50	50	147	147	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	455															
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	456															
50	50	147	147	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>e dolce</i>"												
50	50	147	147	0.0	0	0	Spanner	6/8	2	1	0																			
50	50	147	147	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	457															
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	458															
50	50	147	147	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	459															
51	51	150	150	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	460									45						
51	51	603/4	603/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	461									45						
51	51	151	151	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	462									45						
51	51	605/4	605/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	463									45						
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	464															
51	51	150	150	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	465															
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	466															
51	51	150	150	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	467															
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	468															
51	51	150	150	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	469															
52	52	153	153	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	470									46						
52	52	615/4	615/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	471									46						
52	52	154	154	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	472									46						
52	52	617/4	617/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	473									46						
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	474									46						
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	475									46						
52	52	153	153	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	476															
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	477															
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	478															
52	52	153	153	0.0	0	0	Spanner	6/8	2	1	0														25	25				
52	52	153	153	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	479										25	25				
52	52	309/2	309/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	480										25	25				
52	52	153	153	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	481										25	25				
53	53	156	156	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	482									46						
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	483															
53	53	156	156	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	484															
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	485															
53	53	156	156	0.0	0	0	Spanner	6/8	2	1	0																			
53	53	156	156	0.0	0	0	Spanner	6/8	2	1	0														26	26				
53	53	156	156	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	486										26	26				
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	487										26	26				
53	53	156	156	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	488										26	26				
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	489										26	26				
54	54	159	159	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	490									47						
54	54	639/4	639/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	491									47						
54	54	160	160	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	492									47						
54	54	641/4	641/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	493									47						
54	54	321/2	321/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	494									47						
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	495									47						
54	54	159	159	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	496															
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	497															
54	54	159	159	0.0	0	0	Spanner	6/8	2	1	0																			
54	54	159	159	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	498															
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	499															
54	54	159	159	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	500															
55	55	162	162	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	501									47						
55	55	651/4	651/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	502									47						
55	55	163	163	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	503									47						
55	55	653/4	653/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	504									47						
55	55	327/2	327/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	505															
55	55	162	162	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	506															
55	55	327/2	327/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	507															
55	55	162	162	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	508															
55	55	327/2	327/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	509															
55	55	162	162	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	510															
56	56	165	165	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	511									48						
56	56	663/4	663/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	512									48						
56	56	166	166	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	513									48						
56	56	665/4	665/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	514									48						
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	515									48						
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	516									48						
56	56	165	165	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	517															
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	518															
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	519															
56	56	165	165	0.0	0	0	Spanner	6/8	2	1	0														27	27				
56	56	165	165	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	520										27	27				
56	56	333/2	333/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	521										27	27				
56	56	165	165	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	522										27	27				
57	57	168	168	0.0	0	0	Spanner	6/8	1	1	0													48					8	
57	57	168	168	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	523									48					8	
57	57	339/2	339/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	524									49					8	
57	57	168	168	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	525														8	
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	526														8	
57	57	170	170	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	527														8	
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	528														8	
57	57	168	168	0.0	0	0	Spanner	6/8	2	1	0																			
57	57	168	168	0.0	0	0	Spanner	6/8	2	1	0														28	28				
57	57	168	168	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	529										28	28				
58	58	171	171	0.0	0	0	Spanner	6/8	1	1	0													49						
58	58	171	171	0.0	0	0	Spanner	6/8	1	1	0													49						2
58	58	171	171	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	530									49						2
58	58	172	172	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	531									49						2
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	532									49						2
58	58	173	173	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	533									49						2
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	534									49						2
58	58	171	171	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	535															2
58	58	171	171	0.0	0	0	Spanner	6/8	2	1	0																			
58	58	171	171	0.0	0	0	Spanner	6/8	2	1	0														29	29				
58	58	171	171	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	536										29	29				
59	59	174	174	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	537									49						2
59	59	175	175	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	538									49						2
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	539															2
59	59	174	174	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	540															2
59	59	174	174	0.0	0	0	Spanner	6/8	2	1	0																			
59	59	174	174	0.0	0	0	Spanner	6/8	2	1	0														30	30				
59	59	174	174	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	541										30	30				
60	60	355/2	355/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	542									50						2
60	60	178	178	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	543									50						2
60	60	357/2	357/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	544									50						2
60	60	179	179	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	545									50						2
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	546									50						2
60	60	177	177	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	547															2
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0																			
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0														31	31				
60	60	177	177	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	548										31	31				
61	61	180	180	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	549									50						2
61	61	361/2	361/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	550									50						2
61	61	181	181	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	551									50						2
61	61	363/2	363/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	552															2
61	61	180	180	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	553															2
61	61	180	180	0.0	0	0	Spanner	6/8	2	1	0																			
61	61	180	180	0.0	0	0	Spanner	6/8	2	1	0														32	32				
61	61	180	180	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	554										32	32				
62	62	183	183	0.0	0	0	Dynamic	6/8	1	1	0					f														
62	62	183	183	0.0	0	0	Spanner	6/8	1	1	0																			
62	62	183	183	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	555									51						
62	62	184	184	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	556									51						
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	557									51						
62	62	185	185	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	558									51						
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	559									51						
62	62	183	183	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	560															
62	62	183	183	0.0	0	0	Spanner	6/8	2	1	0														33	33				
62	62	183	183	0.0	0	0	Spanner	6/8	2	1	0														33	33				
62	62	183	183	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	561		articStaccatoAbove								33	33				
63	63	186	186	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	562									51						
63	63	187	187	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	563									51						
63	63	375/2	375/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	564															
63	63	186	186	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	565															
63	63	186	186	0.0	0	0	Spanner	6/8	2	1	0																			
63	63	186	186	0.0	0	0	Spanner	6/8	2	1	0														34	34				
63	63	186	186	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	566		articStaccatoAbove								34	34				
64	64	379/2	379/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	567									52						
64	64	190	190	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	568									52						
64	64	381/2	381/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	569									52						
64	64	191	191	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	570									52						
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	571									52						
64	64	189	189	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	572															
64	64	189	189	0.0	0	0	Spanner	6/8	2	1	0																			
64	64	189	189	0.0	0	0	Spanner	6/8	2	1	0														35	35				
64	64	189	189	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	573		articStaccatoAbove								35	35				
65	65	192	192	0.0	0	0	Spanner	6/8	1	1	0													52					9	
65	65	192	192	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	574									52					9	
65	65	385/2	385/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	575									52					9	
65	65	193	193	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	576									52					9	
65	65	387/2	387/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	577									52					9	
65	65	194	194	0.0	1/2	1/2	Spanner	6/8	1	1	0													52						
65	65	194	194	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	578									52						
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	579									52						
65	65	192	192	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	580															
65	65	192	192	0.0	0	0	Spanner	6/8	2	1	0																			
65	65	192	192	0.0	0	0	Spanner	6/8	2	1	0														36	36				
65	65	192	192	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	581		articStaccatoAbove								36	36				
66	66	195	195	0.0	0	0	Dynamic	6/8	1	1	0					fz								52						
66	66	195	195	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	582									52						
66	66	391/2	391/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	583									52						
66	66	196	196	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	584									52						
66	66	393/2	393/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<i><font size=""9""/>dim.</i>"						52						
66	66	393/2	393/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	585									52						
66	66	197	197	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	586									52						
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	587									52						
66	66	195	195	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	588		articAccentBelow													
66	66	195	195	0.0	0	0	Spanner	6/8	2	1	0																			
66	66	195	195	0.0	0	0	Spanner	6/8	2	1	0														37	37				
66	66	195	195	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	589		articAccentAbove								37	37				
67	67	198	198	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	590									52						
67	67	397/2	397/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	591									52						
67	67	199	199	0.0	1/4	1/4	Spanner	6/8	1	1	0													52				6		
67	67	199	199	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	592									52				6		
67	67	399/2	399/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	593													6		
67	67	200	200	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	594		articStaccatoAbove											6		
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	595		articStaccatoAbove											6		
67	67	198	198	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	596													6		
67	67	198	198	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	597										37	37				
67	67	399/2	399/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
67	67	200	200	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	598		articStaccatoBelow													
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	599		articStaccatoBelow													
68	68	201	201	0.0	0	0	Spanner	6/8	1	1	0																			
68	68	201	201	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	600		articStaccatoAbove													
68	68	201	201	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	601		articStaccatoBelow													
69	69	204	204	0.0	0	0	Dynamic	6/8	1	1	0					p														
69	69	204	204	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	602		articAccentAbove													
69	69	204	204	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	603															
69	69	411/2	411/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	604															
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	605															
70	70	207	207	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	606									53						
70	70	831/4	831/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	607									53						
70	70	208	208	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	608									53						
70	70	833/4	833/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	609									53						
70	70	417/2	417/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	610		articAccentAbove													
70	70	207	207	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	611															
70	70	207	207	0.0	0	0	Spanner	6/8	2	1	0														38	38				
70	70	207	207	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	612										38	38				
70	70	417/2	417/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
70	70	417/2	417/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	613		articAccentAbove													
71	71	210	210	0.0	0	0	Spanner	6/8	1	1	0																	7		
71	71	210	210	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	614									54				7		
71	71	843/4	843/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	615									54				7		
71	71	211	211	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	616									54				7		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	617									54				7		
71	71	423/2	423/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			
71	71	423/2	423/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	618		articAccentAbove													
71	71	210	210	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	619															
71	71	210	210	0.0	0	0	Spanner	6/8	2	1	0														39	39				
71	71	210	210	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	620										39	39				
71	71	423/2	423/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
71	71	423/2	423/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	621		articAccentAbove													
72	72	213	213	0.0	0	0	Dynamic	6/8	1	1	0					pp														
72	72	213	213	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	622		articStaccatoAbove													
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	623		articStaccatoAbove													
72	72	213	213	0.0	0	0	Spanner	6/8	2	1	0														40	40				
72	72	213	213	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	624		articStaccatoBelow								40	40				
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	625		articStaccatoAbove								40	40				
73	73	216	216	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	626															
73	73	435/2	435/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	627															
73	73	216	216	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	628										40	40				
73	73	435/2	435/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	629										40	40				
73	73	437/2	437/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																			
74	74	219	219	0.0	0	0	Dynamic	6/8	1	1	0					p														
74	74	219	219	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	630									55						
74	74	879/4	879/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	631									55						
74	74	220	220	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	632									55						
74	74	881/4	881/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	633									55						
74	74	441/2	441/2	0.0	3/8	3/8	Spanner	6/8	1	1	0													55					10	
74	74	441/2	441/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	634									55					10	
74	74	219	219	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	635														10	
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	636														10	
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	637														10	
74	74	219	219	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	638															
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	639															
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	640															
74	74	219	219	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	641															
75	75	222	222	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	642									55					10	
75	75	891/4	891/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	643									55					10	
75	75	223	223	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	644									55					10	
75	75	893/4	893/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	645									55					10	
75	75	447/2	447/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	646									55					10	
75	75	222	222	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	647														10	
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	648														10	
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	649														10	
75	75	222	222	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	650															
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	651															
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	652															
75	75	222	222	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	653															
76	76	225	225	0.0	0	0	Dynamic	6/8	1	1	0					mp														
76	76	225	225	0.0	0	0	Spanner	6/8	1	1	0																			
76	76	225	225	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	654															
76	76	903/4	903/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	655															
76	76	905/4	905/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	656															
76	76	453/2	453/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																	8		
76	76	907/4	907/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	657													8		
76	76	909/4	909/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	658													8		
76	76	911/4	911/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	659													8		
76	76	225	225	0.0	0	0	Spanner	6/8	2	1	0														41	41				
76	76	225	225	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	660										41	41				
76	76	451/2	451/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	661										41	41				
76	76	226	226	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	662										41	41				
76	76	453/2	453/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	663										41	41				
76	76	227	227	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	664										41	41				
76	76	455/2	455/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	665										41	41				
77	77	913/4	913/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	666													8		
77	77	915/4	915/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	667													8		
77	77	917/4	917/4	0.0	5/16	5/16	Spanner	6/8	1	1	0																			
77	77	917/4	917/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	668															
77	77	459/2	459/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					pp														
77	77	459/2	459/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	669		articStaccatoAbove													
77	77	228	228	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	670										41	41				
77	77	457/2	457/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	671										41	41				
77	77	229	229	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	672										41	41				
77	77	461/2	461/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																			
78	78	231	231	0.0	0	0	Spanner	6/8	1	1	0																			3
78	78	231	231	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	673									56						3
78	78	927/4	927/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	674									56						3
78	78	232	232	0.0	1/4	1/4	Spanner	6/8	1	1	0													56					11	3
78	78	232	232	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	675									56					11	3
78	78	929/4	929/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	676									56					11	3
78	78	465/2	465/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	677									56					11	3
78	78	231	231	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	678														11	3
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	679														11	3
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	680														11	3
78	78	231	231	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	681															
