mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
143	143	847/2	847/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	780														
143	143	424	424	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	781														
143	143	849/2	849/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	782														
144	144	426	426	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	783									111					
144	144	1279/3	1279/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	784									111					
144	144	1280/3	1280/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	785									111					
144	144	427	427	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	786									111					
144	144	1282/3	1282/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	787									111					
144	144	1283/3	1283/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	788														
144	144	425	425	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	789		articAccentAbove							112					
144	144	426	426	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	790									112					
144	144	853/2	853/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	791									112					
144	144	427	427	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	792		articStaccatoAbove												
145	145	429	429	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	793									113					
145	145	1288/3	1288/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	794									113					
145	145	1289/3	1289/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	795									113					
145	145	430	430	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	796									113					
145	145	1291/3	1291/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	797									113					
145	145	1292/3	1292/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	798														
145	145	428	428	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	799		articAccentAbove							114					
145	145	429	429	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	800									114					
145	145	859/2	859/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	801									114					
145	145	430	430	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	802		articStaccatoBelow												
146	146	432	432	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	803									115					
146	146	1297/3	1297/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	804									115					
146	146	1298/3	1298/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	805									115					
146	146	433	433	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	806									115					
146	146	1300/3	1300/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	807									115					
146	146	1301/3	1301/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	808														
146	146	431	431	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	809		articAccentBelow							116					
146	146	432	432	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	810									116					
146	146	865/2	865/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	811									116					
146	146	433	433	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	812		articStaccatoBelow												
147	147	435	435	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	813									117					
147	147	1306/3	1306/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	814									117					
147	147	1307/3	1307/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	815									117					
147	147	436	436	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	816									117					
147	147	1309/3	1309/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	817									117					
147	147	1310/3	1310/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	818														
147	147	434	434	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	819														
147	147	435	435	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	820														
147	147	871/2	871/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	821														
147	147	436	436	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	822														
147	147	873/2	873/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	823														
148	148	438	438	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	824									118					
148	148	1315/3	1315/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	825									118					
148	148	1316/3	1316/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	826									118					
148	148	439	439	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	827									118					
148	148	1318/3	1318/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	828									118					
148	148	1319/3	1319/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	829														
148	148	437	437	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	830		articAccentBelow							119					
148	148	438	438	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	831									119					
148	148	877/2	877/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	832									119					
148	148	439	439	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	833		articStaccatoBelow												
149	149	441	441	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	834									120					
149	149	1324/3	1324/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	835									120					
149	149	1325/3	1325/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	836									120					
149	149	442	442	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	837									120					
149	149	1327/3	1327/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	838									120					
149	149	1328/3	1328/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	839														
149	149	440	440	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	840		articAccentBelow							121					
149	149	441	441	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	841									121					
149	149	883/2	883/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	842									121					
149	149	442	442	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	843		articStaccatoBelow												
150	150	444	444	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	844														
150	150	443	443	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	845		articAccentBelow							122					
150	150	444	444	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	846									122					
150	150	445	445	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	847		articStaccatoBelow												
151	151	446	446	0.0	0	0	Dynamic	3/4	2	1	0					f													
151	151	446	446	0.0	0	0	StaffText	3/4	2	1	0							feroce											
151	151	446	446	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	848		articAccentBelow												
151	151	447	447	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	849														
151	151	895/2	895/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	850														
151	151	448	448	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	851														
151	151	897/2	897/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	852														
152	152	449	449	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	853		articAccentBelow												
152	152	450	450	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	854														
152	152	901/2	901/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	855														
152	152	451	451	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	856														
152	152	903/2	903/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	857														
153	153	452	452	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	858		articAccentBelow												
153	153	454	454	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	859														
153	153	452	452	0.0	0	0	Spanner	3/4	2	1	0																	9	9
153	153	452	452	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	860		articAccentAbove											9	9
153	153	454	454	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	861													9	9
154	154	455	455	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	862		articAccentBelow												
154	154	455	455	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	863		articAccentAbove											9	9
155	155	458	458	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	864		articAccentBelow							123					
155	155	458	458	0.0	0	0	Spanner	3/4	2	1	0																		
155	155	458	458	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	865		articAccentBelow												
155	155	459	459	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	866														
155	155	919/2	919/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	867														
155	155	460	460	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	868														
155	155	921/2	921/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	869														
156	156	461	461	0.0	0	0	Spanner	3/4	1	1	0															3			
156	156	461	461	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	870											3			
156	156	461	461	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	871									124					
156	156	462	462	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	872									124					
156	156	925/2	925/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	873									124					
156	156	463	463	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	874		articStaccatoBelow												
157	157	464	464	0.0	0	0	Dynamic	3/4	1	1	0					ff													
157	157	464	464	0.0	0	0	Spanner	3/4	1	1	0																		
157	157	464	464	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	875		articAccentBelow												
157	157	465	465	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	876														
157	157	931/2	931/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	877														
157	157	466	466	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	878														
157	157	933/2	933/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	879														
157	157	464	464	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	880														
158	158	467	467	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	881		articAccentAbove							125					
158	158	468	468	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	882									125					
158	158	937/2	937/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	883														
158	158	469	469	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	884		articStaccatoBelow												
158	158	467	467	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	885														
159	159	470	470	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	886		articAccentBelow												
159	159	471	471	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	887														
159	159	943/2	943/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	888														
159	159	472	472	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	889														
159	159	945/2	945/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	890														
160	160	473	473	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	891		articAccentAbove												
160	160	474	474	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	892														
160	160	949/2	949/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	893														
160	160	475	475	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	894														
160	160	951/2	951/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	895														
161	161	476	476	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	896		articAccentBelow												
161	161	478	478	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	897														
161	161	476	476	0.0	0	0	Spanner	3/4	2	1	0																	10	10
161	161	476	476	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	898		articAccentAbove											10	10
161	161	478	478	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	899													10	10
162	162	479	479	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	900		articAccentAbove												
162	162	479	479	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	901		articAccentAbove											10	10
163	163	482	482	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	902		articAccentBelow												
163	163	482	482	0.0	0	0	Spanner	3/4	2	1	0																		
163	163	482	482	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	903		articAccentAbove												
163	163	483	483	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	904														
163	163	967/2	967/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	905														
163	163	484	484	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	906														
163	163	969/2	969/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	907														
164	164	485	485	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	908														
164	164	485	485	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	909		articAccentAbove							126					
164	164	486	486	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	910									126					
164	164	973/2	973/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	911									126					
164	164	487	487	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	912		articStaccatoAbove												
165	165	488	488	0.0	0	0	Dynamic	3/4	1	1	0					ff													
165	165	488	488	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	913		articAccentBelow												
165	165	489	489	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	914														
165	165	979/2	979/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	915														
165	165	490	490	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	916														
165	165	981/2	981/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	917														
165	165	488	488	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	918														
166	166	491	491	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	919		articAccentAbove							127					
166	166	492	492	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	920									127					
166	166	985/2	985/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	921									127					
166	166	493	493	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	922		articStaccatoBelow												
166	166	491	491	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	923														
168	168	497	497	0.0	0	0	Dynamic	3/4	1	1	0					p													
168	168	497	497	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	924		articAccentAbove							128					
168	168	498	498	0.0	1/4	1/4	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dolce</i>"						128					
168	168	498	498	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	925									128					
168	168	997/2	997/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	926									128					
168	168	499	499	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	927		articStaccatoAbove												
168	168	497	497	0.0	0	0	Spanner	3/4	2	1	0																	11	11
168	168	497	497	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	928													11	11
169	169	500	500	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	929		articAccentAbove							129				11	11
169	169	501	501	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	930									129				11	11
169	169	1003/2	1003/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	931									129				11	11
169	169	502	502	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	932		articStaccatoBelow											11	11
170	170	503	503	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	933		articAccentAbove							130					
170	170	504	504	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	934									130					
170	170	1009/2	1009/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	935									130					
170	170	505	505	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	936		articStaccatoAbove												
171	171	506	506	0.0	0	0	Spanner	3/4	2	1	0																		
172	172	509	509	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	937		articAccentAbove							131					
172	172	510	510	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	938									131					
172	172	1021/2	1021/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	939									131					
172	172	511	511	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	940		articStaccatoBelow												
172	172	509	509	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>dim.</i>"											
172	172	509	509	0.0	0	0	Spanner	3/4	2	1	0																	12	12
172	172	509	509	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	941													12	12
173	173	512	512	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	942		articAccentAbove							132				12	12
173	173	513	513	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	943									132				12	12
173	173	1027/2	1027/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	944									132				12	12
173	173	514	514	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	945		articStaccatoAbove											12	12
174	174	515	515	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	946		articAccentAbove							133					
174	174	516	516	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	947									133					
174	174	1033/2	1033/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	948									133					
174	174	517	517	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	949		articStaccatoAbove												
175	175	518	518	0.0	0	0	Spanner	3/4	2	1	0																		
176	176	521	521	0.0	0	0	Dynamic	3/4	1	1	0					p													
176	176	521	521	0.0	0	0	StaffText	3/4	1	1	0							più											
176	176	521	521	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	950		articAccentBelow							134					
176	176	522	522	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	951									134					
176	176	1045/2	1045/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	952									134					
176	176	523	523	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	953		articStaccatoBelow												
176	176	521	521	0.0	0	0	Spanner	3/4	2	1	0																	13	13
176	176	521	521	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	954													13	13
176	176	523	523	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
178	178	527	527	0.0	0	0	StaffText	3/4	1	1	0							dim.											
178	178	527	527	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	955		articAccentBelow							135					
178	178	528	528	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	956									135					
178	178	1057/2	1057/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	957									135					
178	178	529	529	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	958		articStaccatoBelow												
178	178	527	527	0.0	0	0	Spanner	3/4	2	1	0																	14	14
178	178	527	527	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	959													14	14
178	178	529	529	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
180	180	533	533	0.0	0	0	Dynamic	3/4	2	1	0					pp													
180	180	533	533	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	960		articAccentAbove							136					
180	180	534	534	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	961									136					
180	180	535	535	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	962														
180	180	533	533	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	963														
181	181	536	536	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	964		articAccentAbove							137					
181	181	537	537	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	965									137					
181	181	538	538	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	966														
181	181	536	536	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	967														
182	182	539	539	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	968														
182	182	540	540	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	969														
182	182	1081/2	1081/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	970														
182	182	541	541	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	971														
182	182	1083/2	1083/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	972														
182	182	539	539	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	973		articAccentAbove							138					
182	182	540	540	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	974									138					
182	182	541	541	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	975														
182	182	539	539	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	976														
183	183	542	542	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	977		articAccentAbove							139					
183	183	543	543	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	978									139					
183	183	1087/2	1087/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	979									139					
183	183	544	544	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	980		articStaccatoAbove												
183	183	542	542	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	981		articAccentAbove							140					
183	183	543	543	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	982									140					
183	183	544	544	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	983														
183	183	542	542	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	984														
184	184	545	545	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	985		articAccentAbove							141					
184	184	546	546	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	986									141					
184	184	1093/2	1093/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	987									141					
184	184	547	547	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	988		articStaccatoAbove												
184	184	545	545	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	989		articAccentAbove							142					
184	184	546	546	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	990									142					
184	184	547	547	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	991														
184	184	545	545	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	992														
185	185	548	548	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	993		articAccentAbove							143					
185	185	549	549	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	994									143					
185	185	550	550	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	995														
185	185	548	548	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	996														
186	186	551	551	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	997														
186	186	552	552	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	998														
186	186	1105/2	1105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	999														
186	186	553	553	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1000														
186	186	1107/2	1107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1001														
186	186	551	551	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1002		articAccentAbove							144					
186	186	552	552	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1003									144					
186	186	553	553	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1004														
186	186	551	551	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1005														
187	187	554	554	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1006		articAccentAbove							145					
187	187	555	555	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1007									145					
187	187	1111/2	1111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1008									145					
187	187	556	556	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1009		articStaccatoBelow												
187	187	554	554	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1010		articAccentAbove							146					
187	187	555	555	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1011									146					
187	187	556	556	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1012														
187	187	554	554	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1013														
188	188	557	557	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1014		articAccentBelow							147					
188	188	558	558	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1015									147					
188	188	1117/2	1117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1016									147					
188	188	559	559	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1017		articStaccatoBelow												
188	188	557	557	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1018		articAccentAbove							148					
188	188	558	558	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1019									148					
188	188	559	559	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1020														
188	188	557	557	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1021														
189	189	560	560	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1022		articAccentAbove							149					
189	189	561	561	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1023									149					
189	189	562	562	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1024														
189	189	560	560	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1025														
190	190	563	563	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1026														
190	190	564	564	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1027														
190	190	1129/2	1129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1028														
190	190	565	565	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1029														
190	190	1131/2	1131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1030														
190	190	563	563	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1031		articAccentAbove							150					
190	190	564	564	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1032									150					
190	190	565	565	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1033														
190	190	563	563	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1034														
191	191	566	566	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1035		articAccentAbove							151					
