mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
146	146	436	436	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1039		articStaccatoBelow											
146	146	437	437	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1040		articStaccatoBelow											
146	146	436	436	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1041		articStaccatoAbove											
146	146	437	437	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1042		articStaccatoAbove											
147	147	438	438	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1043													
147	147	439	439	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1044		articStaccatoBelow											
147	147	440	440	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1045		articStaccatoBelow											
147	147	439	439	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1046		articStaccatoAbove											
147	147	440	440	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1047		articStaccatoAbove											
148	148	441	441	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1048													
148	148	443	443	0.0	1/2	1/2	Spanner	3/4	1	1	0																13
148	148	442	442	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1049		articStaccatoBelow											13
148	148	443	443	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1050		articStaccatoBelow											13
148	148	442	442	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1051		articStaccatoAbove											
148	148	443	443	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1052		articStaccatoAbove											
149	149	445	445	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1053									321				13
149	149	891/2	891/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1054													13
149	149	446	446	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1055									322				13
149	149	893/2	893/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1056													13
149	149	445	445	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1057		articStaccatoBelow											13
149	149	446	446	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1058		articStaccatoBelow											13
149	149	445	445	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1059		articStaccatoAbove											
149	149	446	446	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1060		articStaccatoAbove											
150	150	447	447	0.0	0	0	Spanner	3/4	1	1	0																
150	150	447	447	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1061													
150	150	448	448	0.0	1/4	1/4	Spanner	3/4	1	1	0															7	
150	150	448	448	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1062		articStaccatoBelow										7	
150	150	449	449	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1063		articStaccatoBelow										7	
150	150	448	448	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1064		articStaccatoAbove											
150	150	449	449	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1065		articStaccatoAbove											
151	151	450	450	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1066									323			7	
151	151	452	452	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1067									323			7	
151	151	905/2	905/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1068												7	
151	151	451	451	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1069		articStaccatoBelow										7	
151	151	452	452	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1070		articStaccatoBelow										7	
151	151	451	451	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1071		articStaccatoAbove											
151	151	452	452	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1072		articStaccatoAbove											
152	152	453	453	0.0	0	0	Spanner	3/4	1	1	0																
152	152	453	453	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1073													
152	152	454	454	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1074		articStaccatoBelow											
152	152	455	455	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1075		articStaccatoBelow											
152	152	454	454	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1076		articStaccatoAbove											
152	152	455	455	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1077		articStaccatoAbove											
153	153	456	456	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1078									324				
153	153	458	458	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1079									324				
153	153	917/2	917/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1080													
153	153	457	457	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1081		articStaccatoBelow											
153	153	458	458	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1082		articStaccatoBelow											
153	153	456	456	0.0	0	0	Spanner	3/4	2	1	0													5	5		
153	153	456	456	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1083										5	5		
153	153	457	457	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1084		articStaccatoAbove								5	5		
153	153	458	458	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1085		articStaccatoAbove								5	5		
154	154	459	459	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1086													
154	154	460	460	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1087		articStaccatoBelow											
154	154	461	461	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1088		articStaccatoBelow											
154	154	459	459	0.0	0	0	Spanner	3/4	2	1	0																
154	154	460	460	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1089		articStaccatoAbove											
154	154	461	461	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1090		articStaccatoAbove											
155	155	462	462	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1091													
155	155	463	463	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1092													
155	155	464	464	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1093													
155	155	462	462	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1094		articStaccatoBelow											
155	155	463	463	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1095													
155	155	464	464	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1096													
156	156	465	465	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1097													
156	156	466	466	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1098													
156	156	467	467	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1099													
156	156	465	465	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1100		articStaccatoBelow											
156	156	466	466	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1101													
156	156	467	467	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1102													
157	157	468	468	0.0	0	0	Dynamic	3/4	2	1	0				pp												
157	157	468	468	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1103													
157	157	469	469	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1104													
157	157	939/2	939/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1105													
157	157	470	470	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1106													
157	157	941/2	941/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1107													
158	158	472	472	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1108													
158	158	945/2	945/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1109													
158	158	473	473	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1110													
158	158	947/2	947/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1111													
159	159	475	475	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1112													
159	159	951/2	951/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1113													
159	159	476	476	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1114													
159	159	953/2	953/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1115													
160	160	478	478	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1116													
160	160	957/2	957/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1117													
160	160	479	479	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1118													
160	160	959/2	959/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1119													
161	161	481	481	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1120													
161	161	963/2	963/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1121													
161	161	482	482	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1122													
161	161	965/2	965/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1123													
162	162	483	483	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1124													
162	162	967/2	967/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1125													
162	162	484	484	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1126													
162	162	969/2	969/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1127													
162	162	485	485	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1128													
162	162	971/2	971/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1129													
163	163	486	486	0.0	0	0	Spanner	3/4	1	1	0															8	
163	163	486	486	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1130												8	
163	163	973/2	973/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1131												8	
163	163	487	487	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1132												8	
163	163	975/2	975/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1133												8	
163	163	488	488	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1134												8	
163	163	977/2	977/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1135												8	
164	164	489	489	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1136												8	
164	164	979/2	979/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1137												8	
164	164	490	490	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1138												8	
164	164	981/2	981/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1139												8	
164	164	491	491	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1140												8	
164	164	983/2	983/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1141												8	
165	165	492	492	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1142												8	
165	165	494	494	0.0	1/2	1/2	Spanner	3/4	1	1	0																
166	166	495	495	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1143		articStaccatoAbove											
166	166	495	495	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1144		articStaccatoBelow											
167	167	498	498	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1145		articStaccatoBelow											
167	167	498	498	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1146		articStaccatoAbove											
168	168	501	501	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1147		articStaccatoAbove											
168	168	501	501	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1148		articStaccatoBelow											
169	169	504	504	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1149		articStaccatoBelow											
