mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
55	55	162	162	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	479												
55	55	162	162	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	480		articStaccatoAbove										
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	481		articStaccatoAbove										
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	482		articStaccatoAbove										
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	483		articStaccatoAbove										
56	56	165	165	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	484		articAccentStaccatoAbove										
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	485		articStaccatoAbove										
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	486		articStaccatoAbove										
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	487		articStaccatoAbove										
56	56	165	165	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	488		articAccentStaccatoAbove										
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	489		articStaccatoAbove										
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	490		articStaccatoAbove										
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	491		articStaccatoAbove										
57	57	168	168	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	492		articStaccatoAbove										
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	493		articStaccatoAbove										
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	494		articStaccatoAbove										
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	495		articStaccatoAbove										
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	496		articStaccatoAbove										
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	497		articStaccatoAbove										
57	57	168	168	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	498		articStaccatoAbove										
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	499		articStaccatoAbove										
57	57	169	169	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	500		articStaccatoAbove										
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	501		articStaccatoAbove										
57	57	170	170	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	502		articStaccatoAbove										
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	503		articStaccatoAbove										
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	504		articStaccatoBelow										
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	505		articStaccatoBelow										
58	58	172	172	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	506		articStaccatoBelow										
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	507		articStaccatoBelow										
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	508		articStaccatoBelow										
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	509		articStaccatoBelow										
58	58	171	171	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	510		articStaccatoAbove										
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	511		articStaccatoAbove										
58	58	172	172	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	512		articStaccatoAbove										
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	513		articStaccatoAbove										
58	58	173	173	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	514		articStaccatoAbove										
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	515		articStaccatoAbove										
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	516		articStaccatoBelow										
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	517		articStaccatoBelow										
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	518		articStaccatoBelow										
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	519		articStaccatoBelow										
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	520		articStaccatoBelow										
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	521		articStaccatoBelow										
59	59	174	174	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	522		articStaccatoAbove										
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	523		articStaccatoAbove										
59	59	175	175	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	524		articStaccatoAbove										
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	525		articStaccatoAbove										
59	59	176	176	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	526		articStaccatoAbove										
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	527		articStaccatoAbove										
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	528		articStaccatoBelow										
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	529		articStaccatoBelow										
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	530		articStaccatoBelow										
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	531		articStaccatoBelow										
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	532		articStaccatoBelow										
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	533		articStaccatoBelow										
60	60	177	177	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	534		articStaccatoAbove										
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	535		articStaccatoAbove										
60	60	178	178	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	536		articStaccatoAbove										
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	537		articStaccatoAbove										
60	60	179	179	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	538		articStaccatoAbove										
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	539		articStaccatoAbove										
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	540		articStaccatoBelow										
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	541		articStaccatoBelow										
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	542		articStaccatoBelow										
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	543		articStaccatoBelow										
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	544		articStaccatoBelow										
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	545		articStaccatoBelow										
61	61	180	180	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	546		articStaccatoAbove										
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	547		articStaccatoAbove										
61	61	181	181	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	548		articStaccatoAbove										
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	549		articStaccatoAbove										
61	61	182	182	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	550		articStaccatoAbove										
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	551		articStaccatoAbove										
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	552		articStaccatoBelow										
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	553		articStaccatoBelow										
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	554		articStaccatoBelow										
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	555		articStaccatoBelow										
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	556		articStaccatoBelow										
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	557		articStaccatoBelow										
62	62	183	183	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	558		articStaccatoAbove										
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	559		articStaccatoAbove										
62	62	184	184	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	560		articStaccatoAbove										
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	561		articStaccatoAbove										
62	62	185	185	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	562		articStaccatoAbove										
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	563		articStaccatoAbove										
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	564		articStaccatoBelow										
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	565		articStaccatoBelow										
63	63	187	187	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	566		articStaccatoBelow										
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	567		articStaccatoBelow										
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	568		articTenutoAccentAbove										
63	63	186	186	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	569		articStaccatoAbove										
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	570		articStaccatoAbove										
63	63	187	187	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	571		articStaccatoAbove										
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	572		articStaccatoAbove										
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	573		articTenutoAccentAbove										
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	574		articStaccatoBelow										
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	575		articStaccatoBelow										
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	576		articStaccatoBelow										
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	577		articStaccatoBelow										
64	64	191	191	0.0	1/2	1/2	StaffText	3/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>un poco stretto</i>"									
64	64	191	191	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	578		articTenutoAccentBelow										
64	64	189	189	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	579		articStaccatoAbove										
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	580		articStaccatoAbove										
64	64	190	190	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	581		articStaccatoAbove										
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	582		articStaccatoAbove										
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	583		articTenutoAccentBelow										
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	584		articStaccatoBelow										
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	585		articStaccatoBelow										
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	586		articStaccatoBelow										
65	65	387/2	387/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																1
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	587		articStaccatoBelow										1
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	588		articStaccatoBelow										1
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	589		articStaccatoBelow										1
65	65	192	192	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	590		articStaccatoAbove										
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	591		articStaccatoAbove										
65	65	193	193	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	592		articStaccatoAbove										
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	593		articStaccatoAbove										
65	65	194	194	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	594		articStaccatoAbove										
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	595		articStaccatoAbove										
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	596		articStaccatoBelow										1
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	597		articStaccatoBelow										1
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	598		articStaccatoBelow										1
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	599		articStaccatoBelow										1
66	66	197	197	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	600		articStaccatoBelow										1
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	601		articStaccatoBelow										1
66	66	195	195	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	602		articStaccatoAbove										
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	603		articStaccatoAbove										
66	66	196	196	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	604		articStaccatoAbove										
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	605		articStaccatoAbove										
66	66	197	197	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	606		articStaccatoAbove										
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	607		articStaccatoAbove										
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	608		articStaccatoBelow										1
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	609		articStaccatoBelow										1
67	67	199	199	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fz											
67	67	199	199	0.0	1/4	1/4	Spanner	3/4	1	1	0																
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	610		articStaccatoBelow										
67	67	399/2	399/2	0.0	3/8	3/8	Spanner	3/4	1	1	0															1	
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	611		articStaccatoBelow									1	
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	612		articStaccatoBelow									1	
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	613		articStaccatoBelow									1	
67	67	198	198	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	614		articStaccatoAbove										
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	615		articStaccatoAbove										
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	616		articStaccatoAbove										
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	617		articStaccatoAbove										
67	67	200	200	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	618		articStaccatoAbove										
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	619		articStaccatoAbove										
68	68	201	201	0.0	0	0	Spanner	3/4	1	1	0																
68	68	201	201	0.0	0	0	Spanner	3/4	1	1	0															2	
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	620		articStaccatoBelow									2	
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	621		articStaccatoBelow									2	
68	68	202	202	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	622		articStaccatoBelow									2	
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	623		articStaccatoBelow									2	
68	68	203	203	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	624		articStaccatoBelow									2	
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	625		articStaccatoBelow									2	
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	626		articStaccatoAbove										
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	627		articStaccatoAbove										
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	628		articStaccatoAbove										
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	629		articStaccatoAbove										
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	630		articStaccatoAbove										
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	631		articStaccatoAbove										
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0																
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	632		articStaccatoAbove										
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	633		articStaccatoAbove										
69	69	205	205	0.0	1/4	1/4	StaffText	3/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>un poco rit.</i>"									
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	634		articStaccatoAbove										
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	635		articStaccatoAbove										
69	69	204	204	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	636		articStaccatoAbove										
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	637		articStaccatoAbove										
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	638		articStaccatoAbove										
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	639		articStaccatoAbove										
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	640		articAccentStaccatoAbove										
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	641		articStaccatoAbove										
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	642		articStaccatoAbove										
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	643		articStaccatoAbove										
70	70	207	207	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	644		articAccentStaccatoBelow										
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	645		articStaccatoBelow										
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	646		articStaccatoBelow										
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	647		articStaccatoBelow										
71	71	210	210	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	648		articAccentStaccatoAbove										
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	649		articStaccatoAbove										
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	650		articStaccatoAbove										
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	651		articStaccatoAbove										
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	652		articAccentStaccatoAbove										
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	653		articStaccatoAbove										
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	654		articStaccatoAbove										
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	655		articStaccatoAbove										
72	72	213	213	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	656												
72	72	213	213	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	657												
73	73	216	216	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><font face=""Times New Roman""/><b>Tempo I.</b>"									
73	73	216	216	0.0	0	0	Dynamic	3/4	1	1	0					pp											
73	73	216	216	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	658												
73	73	216	216	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	659												
73	73	216	216	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	660		articStaccatoBelow										
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	661		articStaccatoBelow										
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	662		articStaccatoAbove										
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	663		articStaccatoAbove										
73	73	217	217	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	664		articStaccatoBelow										
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	665		articStaccatoBelow										
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	666		articStaccatoBelow										
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	667		articStaccatoAbove										
74	74	219	219	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	668		articStaccatoBelow										
74	74	220	220	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	669		articTenutoBelow										
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0													9	9		
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	670		articStaccatoAbove							9	9		
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	671		articStaccatoBelow							9	9		
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	672		articStaccatoBelow							9	9		
75	75	222	222	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	673												
75	75	222	222	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	674												
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	675		articStaccatoBelow										
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	676		articStaccatoBelow										
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	677		articStaccatoAbove										
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	678		articStaccatoAbove										
75	75	223	223	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	679		articStaccatoBelow										
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	680		articStaccatoBelow										
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	681		articStaccatoBelow										
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	682		articStaccatoAbove										
76	76	225	225	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	683												
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0													10	10		
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	684		articStaccatoAbove							10	10		
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	685		articStaccatoBelow							10	10		
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	686		articStaccatoBelow							10	10		
77	77	228	228	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	687												
77	77	228	228	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	688												
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	689		articStaccatoBelow										
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	690		articStaccatoBelow										
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	691		articStaccatoBelow										
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	692		articStaccatoBelow										
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	693		articStaccatoAbove										
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	694		articStaccatoAbove										
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	695												
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	696												
78	78	231	231	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	697		articStaccatoBelow										
78	78	463/2	463/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	698		articStaccatoBelow										
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	699		articStaccatoBelow										
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	700		articStaccatoBelow										
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	701		articStaccatoAbove										
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	702		articStaccatoAbove										
79	79	234	234	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	703												
79	79	234	234	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	704												
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	705		articStaccatoBelow										
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	706		articStaccatoBelow										
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	707		articStaccatoBelow										
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	708		articStaccatoAbove										
79	79	236	236	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	709		articStaccatoBelow										
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	710		articStaccatoBelow										
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	711												
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	712												
79	79	235	235	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	713		articStaccatoBelow										
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	714		articStaccatoBelow										
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	715		articStaccatoBelow										
80	80	237	237	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	716												
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0													11	11		
