mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
59	58	461/2	461/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	517								
59	58	229	229	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	518								
59	58	229	229	0.0	0	0	Spanner	4/4	2	1	0											
59	58	229	229	0.0	0	0	Spanner	4/4	2	1	0								21	21		
59	58	229	229	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	519		articAccentBelow			21	21		
59	58	231	231	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	520		articAccentAbove			21	21		
59	58	231	231	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	521		articAccentBelow			21	21		
60	59	233	233	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	522		articAccentAbove		41				
60	59	234	234	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	523				41				
60	59	469/2	469/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	524								
60	59	233	233	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	525								
60	59	233	233	0.0	0	0	Spanner	4/4	2	1	0											
60	59	233	233	0.0	0	0	Spanner	4/4	2	1	0								22	22		
60	59	233	233	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	526		articAccentBelow			22	22		
60	59	235	235	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	527		articAccentAbove			22	22		
60	59	235	235	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	528		articAccentBelow			22	22		
61	60	237	237	0.0	0	0	Dynamic	4/4	1	1	0				f							
61	60	237	237	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	529		articAccentAbove		42				
61	60	238	238	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	530				42				
61	60	477/2	477/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	531								
61	60	239	239	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	532		articAccentAbove						
61	60	240	240	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	533		articAccentAbove						
61	60	481/2	481/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	534		articAccentAbove						
61	60	237	237	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	535								
61	60	239	239	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	536								
61	60	237	237	0.0	0	0	Spanner	4/4	2	1	0											
61	60	237	237	0.0	0	0	Spanner	4/4	2	1	0								23	23		
61	60	237	237	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	537					23	23		
61	60	239	239	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	538					23	23		
62	61	241	241	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>rit.</i>"					
62	61	241	241	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	539								
62	61	243	243	0.0	1/2	1/2	Dynamic	4/4	1	1	0				fz							
62	61	243	243	0.0	1/2	1/2	Spanner	4/4	1	1	0										10	
62	61	243	243	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	540		articAccentBelow					10	
62	61	241	241	0.0	0	0	Spanner	4/4	2	1	0											
62	61	241	241	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	541		articAccentBelow						
62	61	242	242	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	542		articAccentBelow						
62	61	485/2	485/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	543		articAccentBelow						
62	61	243	243	0.0	1/2	1/2	Spanner	4/4	2	1	0								24	24		
62	61	243	243	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	544					24	24		
63	62	245	245	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	545							10	
63	62	247	247	0.0	1/2	1/2	Spanner	4/4	1	1	0											
63	62	247	247	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	546								
63	62	248	248	0.0	3/4	3/4	Dynamic	4/4	1	1	0				p							
63	62	248	248	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	547				43				
63	62	245	245	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	548								
63	62	247	247	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	549								
63	62	245	245	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	550					24	24		
63	62	247	247	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	551					24	24		
63	62	495/2	495/2	0.0	5/8	5/8	Spanner	4/4	2	1	0											
64	63	249	249	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"	43				
64	63	249	249	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	552				43				
64	63	250	250	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	553				43				
64	63	501/2	501/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	554				43				
64	63	251	251	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	555				43				
64	63	252	252	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	556				43				
64	63	505/2	505/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	557				43				
64	63	250	250	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	558								
64	63	251	251	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	559								
64	63	250	250	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	560								
64	63	251	251	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	561								
64	63	252	252	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	562								
64	63	505/2	505/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	563								
65	64	253	253	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	564				43				
65	64	254	254	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	565				43				
65	64	255	255	0.0	1/2	1/2	Spanner	4/4	1	1	0							43				9
65	64	255	255	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	566				43				9
65	64	256	256	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	567				43				9
65	64	253	253	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	568								9
65	64	255	255	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	569								9
65	64	253	253	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	570								
65	64	254	254	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	571								
65	64	255	255	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	572								
65	64	256	256	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	573								
66	65	257	257	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	574				43				9
66	65	258	258	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	575				43				9
66	65	517/2	517/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	576				43				9
66	65	259	259	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	577				43				9
66	65	260	260	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	578				43				9
66	65	521/2	521/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	579				43				9
66	65	258	258	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	580								9
66	65	259	259	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	581								9
66	65	260	260	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	582								9
66	65	257	257	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	583								
66	65	259	259	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	584								
67	66	261	261	0.0	0	0	Spanner	4/4	1	1	0											
67	66	261	261	0.0	0	0	Spanner	4/4	1	1	0										11	
67	66	261	261	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	585							11	
67	66	264	264	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	586				44			11	
67	66	261	261	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	587							11	
67	66	263	263	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	588							11	
67	66	261	261	4.0	0	0	Chord	4/4	2	1	1	1	1	589								
67	66	261	261	4.0	0	0	Chord	4/4	2	2	1	1	1	590								
68	67	265	265	0.0	0	0	Spanner	4/4	1	1	0							44				
68	67	265	265	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	591				44				
68	67	266	266	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	592				44				
68	67	533/2	533/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	593				44				
68	67	267	267	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	594				44				
68	67	268	268	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	595				44				
68	67	537/2	537/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	596				44				
68	67	265	265	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	597								
68	67	267	267	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	598								
68	67	265	265	4.0	0	0	Chord	4/4	2	1	1	1	1	599								
68	67	265	265	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	600								
68	67	267	267	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	601								
69	68	269	269	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	602				44				
69	68	539/2	539/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	603				44				
69	68	270	270	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	604				44				
69	68	541/2	541/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	605				44				
69	68	271	271	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	606								
69	68	545/2	545/2	0.0	7/8	7/8	StaffText	4/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>poco cresc.</i>"					
69	68	545/2	545/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	607				45				
69	68	269	269	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	608								
69	68	271	271	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	609								
69	68	269	269	4.0	0	0	Chord	4/4	2	1	1	1	1	610								
69	68	269	269	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	611								
69	68	271	271	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	612								
70	69	273	273	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	613				45				
70	69	274	274	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	614				45				
70	69	549/2	549/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	615				45				
70	69	275	275	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	616				45				
70	69	276	276	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	617				45				
70	69	553/2	553/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	618				45				
70	69	273	273	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	619								
70	69	275	275	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	620								
70	69	273	273	4.0	0	0	Chord	4/4	2	1	1	1	1	621								
70	69	273	273	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	622								
70	69	275	275	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	623								
71	70	277	277	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	624				45				
71	70	555/2	555/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	625				45				
71	70	278	278	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	626				45				
71	70	557/2	557/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	627				45				
71	70	279	279	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	628								
71	70	561/2	561/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	629				46				
71	70	277	277	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	630								
71	70	279	279	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	631								
71	70	277	277	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	632								
71	70	279	279	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	633								
71	70	277	277	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	634								
71	70	279	279	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	635								
72	71	281	281	0.0	0	0	Spanner	4/4	1	1	0							46				10
72	71	281	281	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	636				46				10
72	71	282	282	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	637				46				10
72	71	565/2	565/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	638								10
72	71	283	283	0.0	1/2	1/2	Spanner	4/4	1	1	0											
72	71	283	283	0.0	1/2	1/2	Spanner	4/4	1	1	0										12	
72	71	283	283	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	639				47			12	
72	71	567/2	567/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	640							12	
72	71	284	284	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	641							12	
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	642							12	
72	71	281	281	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	643							12	
72	71	283	283	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	644							12	
72	71	284	284	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	645							12	
72	71	281	281	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	646								
72	71	282	282	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	647								
72	71	565/2	565/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	648								
72	71	283	283	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	649								
72	71	281	281	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	650								
72	71	283	283	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	651								
73	72	285	285	0.0	0	0	Spanner	4/4	1	1	0											
73	72	285	285	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	652								
73	72	286	286	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	653								
73	72	288	288	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	654								
73	72	285	285	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	655								
73	72	286	286	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	656								
73	72	288	288	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	657								
73	72	285	285	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	658								
73	72	286	286	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	659								
73	72	288	288	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	660								
74	73	289	289	0.0	0	0	Spanner	4/4	1	1	0											11
74	73	289	289	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	661				48				11
74	73	290	290	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	662				48				11
74	73	581/2	581/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	663								11
74	73	291	291	0.0	1/2	1/2	Spanner	4/4	1	1	0											
74	73	291	291	0.0	1/2	1/2	Spanner	4/4	1	1	0										13	
74	73	291	291	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	664				49			13	
74	73	583/2	583/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	665		articTenutoAbove					13	
74	73	292	292	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	666		articTenutoAbove					13	
74	73	585/2	585/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	667		articTenutoAbove					13	
74	73	289	289	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	668							13	
74	73	291	291	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	669							13	
74	73	289	289	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	670								
74	73	290	290	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	671								
74	73	581/2	581/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	672								
74	73	291	291	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	673								
74	73	289	289	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	674								
74	73	291	291	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	675								
75	74	293	293	0.0	0	0	Spanner	4/4	1	1	0											
75	74	293	293	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	676								
75	74	294	294	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	677								
75	74	293	293	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	678								
75	74	294	294	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	679								
76	75	297	297	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	680				50				
76	75	298	298	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	681				50				
76	75	597/2	597/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	682								
76	75	297	297	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	683								
76	75	297	297	0.0	0	0	Spanner	4/4	2	1	0								25	25		
76	75	297	297	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	684		articAccentAbove			25	25		
76	75	299	299	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	685					25	25		
77	76	301	301	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	686				51				
77	76	302	302	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	687				51				
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	688								
77	76	301	301	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	689								
77	76	301	301	0.0	0	0	Spanner	4/4	2	1	0											
77	76	301	301	0.0	0	0	Spanner	4/4	2	1	0								26	26		
77	76	301	301	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	690		articAccentBelow			26	26		
77	76	303	303	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	691					26	26		
78	77	305	305	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	692				52				
78	77	306	306	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	693				52				
78	77	613/2	613/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	694								
78	77	305	305	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	695								
78	77	305	305	0.0	0	0	Spanner	4/4	2	1	0											
78	77	305	305	0.0	0	0	Spanner	4/4	2	1	0								27	27		
78	77	305	305	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	696		articAccentAbove			27	27		
78	77	307	307	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	697		articAccentBelow			27	27		
79	78	309	309	0.0	0	0	StaffText	4/4	1	1	0						"<i><font size=""9""/><font face=""Times New Roman""/>ritardando</i>"					
79	78	309	309	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	698		articAccentAbove						
79	78	621/2	621/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	699								
79	78	311	311	0.0	1/2	1/2	Spanner	4/4	1	1	0										14	
79	78	311	311	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	700		articAccentAbove					14	
79	78	312	312	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	701		articAccentAbove					14	
79	78	309	309	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	702							14	
79	78	311	311	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	703							14	
79	78	312	312	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	704							14	
79	78	309	309	0.0	0	0	StaffText	4/4	2	1	0						ben ten.		27	27		
79	78	309	309	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	705		articAccentAbove			27	27		
79	78	310	310	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	706					27	27		
79	78	311	311	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	707					27	27		
79	78	312	312	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	708					27	27		
79	78	625/2	625/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	709					27	27		
79	78	309	309	4.0	0	0	Chord	4/4	2	2	1	1	1	710					27	27		
80	79	313	313	0.0	0	0	Spanner	4/4	1	1	0											
80	79	313	313	4.0	0	0	Chord	4/4	1	1	1	1	1	711								
80	79	313	313	0.0	0	0	Spanner	4/4	2	1	0											
80	79	313	313	4.0	0	0	Chord	4/4	2	1	1	1	1	712								
81	80	317	317	0.0	0	0	Dynamic	4/4	1	1	0				f							
81	80	317	317	4.0	0	0	Chord	4/4	1	1	1	1	1	713								
81	80	317	317	4.0	0	0	Chord	4/4	2	1	1	1	1	714								
82	81	321	321	0.0	0	0	Dynamic	4/4	1	1	0				p							
82	81	321	321	4.0	0	0	Chord	4/4	1	1	1	1	1	715								
82	81	321	321	4.0	0	0	Chord	4/4	2	1	1	1	1	716								
